msa,year,firms,job_births,job_continues,job_destruction
10180,1977,2773,3573,6755,7002
10420,1977,9599,14000,22973,30136
10500,1977,2282,3204,2814,4664
10580,1977,11274,15482,22509,28456
10740,1977,8421,14296,14676,22851
10780,1977,2100,1996,3050,4453
10900,1977,10320,14558,23861,27696
11020,1977,2173,2553,3026,4183
11100,1977,3918,5946,6984,9893
11180,1977,1240,1563,1961,1847
11260,1977,3467,8664,9833,21690
11300,1977,1997,2339,2923,3973
11340,1977,1899,2595,3580,4252
11460,1977,3740,6452,12412,9559
11500,1977,1614,2413,2527,4332
11540,1977,2649,4228,4969,5446
11700,1977,4564,5545,7158,10454
12020,1977,1797,2406,2841,3198
12060,1977,34567,86669,92415,129674
12100,1977,3590,2917,5181,8451
12220,1977,948,2267,1362,1960
12260,1977,4983,6455,8218,9899
12420,1977,9549,24234,21279,23548
12540,1977,6014,9490,11877,13963
12580,1977,30081,44194,67686,87924
12620,1977,2265,1956,3302,7600
12700,1977,3367,2851,4305,4966
12940,1977,8128,13962,21457,21586
12980,1977,2150,2932,3613,5383
13020,1977,1730,1771,3807,3575
13140,1977,5522,9531,12551,17098
13380,1977,2061,3186,2510,3790
13460,1977,1340,1736,1913,2058
13740,1977,2787,3961,4625,6066
13780,1977,3772,4808,6582,9015
13820,1977,13506,26053,32677,41804
13900,1977,1649,2075,2505,3362
13980,1977,1650,2428,3173,3727
14020,1977,2042,2335,2607,5107
14060,1977,1957,3194,4297,4287
14260,1977,5066,8526,15252,13279
14460,1977,65078,116439,167496,183923
14500,1977,3522,6948,6189,8385
14540,1977,1398,1960,1905,3709
14740,1977,1886,3418,2290,2991
14860,1977,16083,20829,42464,32365
15180,1977,2937,4051,3717,8921
15260,1977,1324,2458,1979,3175
15380,1977,18485,29170,73748,51401
15500,1977,1747,2317,2903,5676
15540,1977,2763,3208,5989,4927
15940,1977,6091,7404,11024,15457
15980,1977,3551,5911,5418,6265
16020,1977,1707,2053,2566,3960
16180,1977,685,1159,815,1215
16220,1977,1906,2800,3694,3044
16300,1977,3893,5082,5773,8439
16580,1977,3373,5063,4927,8317
16620,1977,4973,8516,26567,15756
16700,1977,5637,8210,8703,15589
16740,1977,14373,26973,35756,42386
16820,1977,2126,2564,2857,20586
16860,1977,6353,10068,13262,21064
16940,1977,1324,2092,1948,3078
16980,1977,119847,224654,354815,389009
17020,1977,2576,3500,3119,3538
17140,1977,25116,43004,59281,69130
17300,1977,2316,2491,3228,4489
17420,1977,1155,1705,3247,2918
17460,1977,33747,57284,80294,110189
17660,1977,1058,1378,1179,1830
17780,1977,1694,2483,2666,2750
17820,1977,5033,8343,7195,11668
17860,1977,1902,2437,2226,3611
17900,1977,7395,11813,13503,19319
17980,1977,828,1069,1128,2285
18020,1977,1093,1682,3038,2668
18140,1977,18196,38782,59697,57685
18580,1977,5721,8509,8586,14126
18700,1977,1171,1831,1170,1993
18880,1977,1724,2492,1814,3914
19060,1977,1696,1819,1797,4602
19100,1977,48953,115321,154758,168478
19140,1977,1654,2087,4288,4335
19180,1977,1672,1688,2202,4406
19260,1977,1654,2379,2381,2779
19340,1977,6613,10841,12928,15900
19380,1977,11686,17393,24721,33788
19460,1977,1705,2220,2452,4611
19500,1977,2181,3196,4215,5917
19660,1977,4482,7785,5611,9975
19740,1977,25923,48687,60735,81941
19780,1977,7923,12249,15274,21631
19820,1977,57768,102182,187535,181624
20020,1977,2078,2147,3529,5186
20100,1977,1560,1911,2506,3129
20220,1977,1737,1644,3671,3088
20260,1977,4705,5967,7697,13216
20500,1977,4173,6039,7465,11434
20740,1977,2178,2535,3231,4498
20940,1977,1483,2191,1516,3227
21060,1977,1133,1091,1777,1594
21140,1977,2850,5224,9733,7178
21300,1977,1533,2441,4005,5254
21340,1977,6064,10225,11223,23293
21500,1977,4333,6722,8317,11665
21660,1977,5080,7408,8738,9787
21780,1977,5635,9257,10193,12182
21820,1977,938,2599,3592,11040
22020,1977,2909,3731,4983,6962
22140,1977,1264,2348,2147,3119
22180,1977,3024,6114,4370,10350
22220,1977,3133,3714,5703,6512
22380,1977,1125,1776,2088,2285
22420,1977,5391,7142,17176,12409
22500,1977,2848,3007,3537,6507
22520,1977,2058,2189,2881,4342
22540,1977,1552,1766,2607,2958
22660,1977,2704,4451,3648,4151
22900,1977,3465,4745,17615,7689
23060,1977,5542,8093,14942,14955
23420,1977,8978,12349,15949,19428
23460,1977,1543,1813,2379,3488
23540,1977,2360,3758,2779,5508
23580,1977,1340,2107,6910,2289
24020,1977,1784,3238,2425,3908
24140,1977,1497,1750,2524,2536
24220,1977,1905,2545,2275,3276
24300,1977,1728,2712,2392,3987
24340,1977,8908,12307,21022,22441
24500,1977,1721,2943,9102,3071
24540,1977,1938,2499,11939,4351
24580,1977,3820,4898,6938,8170
24660,1977,8593,13492,19663,33584
24780,1977,1566,1487,2441,3383
24860,1977,6550,12589,14835,23907
25060,1977,2813,5419,4947,6990
25180,1977,2638,3972,4723,5824
25260,1977,1002,872,1446,1445
25420,1977,7127,12163,21210,19820
25500,1977,1267,1150,1852,2510
25540,1977,18015,22681,48220,55632
25620,1977,1540,2408,2719,3216
25860,1977,4289,6424,9663,12381
25980,1977,256,663,283,309
26100,1977,2256,3322,4626,4229
26180,1977,11678,22287,23324,33226
26300,1977,1497,1808,2805,2664
26380,1977,3028,4389,4504,8147
26420,1977,45330,114748,136325,171771
26580,1977,4478,5935,7468,9464
26620,1977,3418,5954,7039,9335
26820,1977,1500,2445,13605,3357
26900,1977,18203,29290,44516,70682
26980,1977,1812,2178,2409,3350
27060,1977,1311,1853,5842,2874
27100,1977,2181,4371,3802,5769
27140,1977,6910,9583,15919,16806
27180,1977,1587,2402,2771,3505
27260,1977,11836,19023,29332,37549
27340,1977,1089,1503,1093,2366
27500,1977,2183,2966,3926,4917
27620,1977,1974,3273,2193,3319
27740,1977,2163,2081,4885,4309
27780,1977,2615,2844,9086,6189
27860,1977,1684,2226,2540,3018
27900,1977,2453,3227,4649,5312
28020,1977,4230,4940,11910,10532
28100,1977,1643,1541,2904,3300
28140,1977,24726,46292,58420,73545
28420,1977,2152,4014,4019,4854
28660,1977,2728,4715,4028,5393
28700,1977,3729,7025,6095,9251
28740,1977,2528,1765,4014,5082
28940,1977,8015,10688,13190,20219
29020,1977,1655,3922,3750,3294
29100,1977,2020,3296,3321,3717
29140,1977,2282,2342,3051,4692
29180,1977,3442,6129,7099,10678
29340,1977,2748,4496,5059,5644
29420,1977,921,966,871,1663
29460,1977,4934,39862,7229,15307
29540,1977,6154,6890,11617,14411
29620,1977,5365,7691,12719,13216
29700,1977,1492,2288,1669,3631
29740,1977,1286,2246,1901,2975
29820,1977,6418,12756,17074,19494
29940,1977,1082,1570,1360,1803
30020,1977,1508,1595,2123,2778
30140,1977,1788,2110,2319,4214
30300,1977,1094,1169,1214,2059
30340,1977,1782,3584,3147,3501
30460,1977,5516,7721,11164,16747
30620,1977,2046,4030,2729,4792
30700,1977,3901,6111,8003,10747
30780,1977,8321,11228,16792,21839
30860,1977,1012,1617,1455,1858
30980,1977,3325,3561,5613,6257
31020,1977,1408,1947,2916,3246
31100,1977,152919,367678,454824,515142
31140,1977,15619,23708,46890,44124
31180,1977,4527,6654,6825,11966
31340,1977,3005,2365,14606,6423
31420,1977,3379,4934,6266,8353
31460,1977,864,1061,15163,1375
31540,1977,7091,8919,11210,14275
31700,1977,4982,6649,10664,12608
31740,1977,1547,1815,1764,2751
31860,1977,1563,1972,2159,3555
31900,1977,2122,2572,4507,5649
32580,1977,3509,5312,5724,8416
32780,1977,2399,3406,3435,4882
32820,1977,14495,41764,41299,46991
32900,1977,1871,1922,2884,4745
33100,1977,27604,54580,56705,69136
33140,1977,1680,1840,4078,4542
33260,1977,2145,3934,3976,6162
33340,1977,22731,33052,54338,66631
33460,1977,33268,72437,117524,111569
33540,1977,1764,2379,2270,2751
33660,1977,5626,10302,11602,17575
33700,1977,4147,7191,6890,8843
33740,1977,2836,3508,5505,5498
33780,1977,1365,1550,1965,2003
33860,1977,4369,7251,7363,11577
34060,1977,1500,1731,1503,3765
34100,1977,1332,1266,2325,4083
34580,1977,1298,1463,1409,2509
34620,1977,2058,2629,4212,5377
34740,1977,2259,2953,3687,5037
34820,1977,2192,2455,4064,3730
34900,1977,1730,1803,2143,2933
34940,1977,1956,3331,2058,3543
34980,1977,14435,25558,33670,42820
35300,1977,13531,19706,33505,27019
35380,1977,18866,35879,45141,62217
35620,1977,315279,418573,604409,865740
35660,1977,2772,3217,5126,6432
35840,1977,6398,10401,9036,12144
35980,1977,3469,3334,9939,5954
36100,1977,1927,2604,2665,3526
36140,1977,1605,1472,1844,2923
36220,1977,2559,4383,4610,7276
36260,1977,3568,5672,7673,8129
36420,1977,15596,26889,28111,39625
36500,1977,1848,2276,2244,2907
36540,1977,11144,18833,27772,33912
36740,1977,12292,31776,27215,36599
36780,1977,2315,2664,4168,5559
36980,1977,1894,2585,2717,3281
37100,1977,6809,10892,12278,15047
37340,1977,3851,5324,9145,9226
37380,1977,149,704,117,248
37460,1977,1839,3275,1958,5040
37620,1977,2757,2632,3956,5416
37700,1977,1560,2027,4129,3455
37860,1977,4144,5889,6227,9583
37900,1977,6343,9267,14393,17954
37980,1977,79140,139303,208307,261837
38060,1977,22443,47554,52999,80392
38220,1977,1652,2051,2025,3089
38300,1977,37861,59848,77377,105509
38340,1977,2593,5612,3726,5731
38540,1977,1385,1823,10538,2924
38860,1977,6911,8495,11981,14562
38900,1977,23344,40690,47038,61528
38940,1977,2396,3186,4602,4283
39100,1977,7501,8774,12757,17718
39140,1977,1213,1207,1034,1539
39300,1977,24805,28491,102524,55149
39340,1977,2625,4262,12205,6494
39380,1977,2092,3679,2418,5338
39460,1977,742,1176,970,1221
39540,1977,2770,2689,5540,5935
39580,1977,7010,12156,12901,20468
39660,1977,1857,2547,2600,3612
39740,1977,5157,6399,16707,12333
39820,1977,2286,3276,2796,4583
39900,1977,4251,8536,9412,9559
40060,1977,12917,21515,27107,49268
40140,1977,19785,37402,38974,45069
40220,1977,4305,7424,7402,10581
40340,1977,2055,2492,10069,4265
40380,1977,13246,16358,34685,36216
40420,1977,4784,6512,11476,11948
40580,1977,2013,3300,3896,7082
40660,1977,1333,1308,1931,3536
40900,1977,16396,30661,29158,37286
40980,1977,3215,8889,6562,12317
41060,1977,2209,2426,3996,4412
41100,1977,454,703,464,710
41140,1977,2097,2326,2932,5197
41180,1977,38537,58960,114574,119342
41420,1977,4171,6274,7817,7697
41500,1977,4814,6789,10167,9878
41540,1977,1718,1952,3011,3546
41620,1977,11302,22060,27998,36092
41660,1977,1731,2232,2360,3515
41700,1977,15884,30866,31092,44006
41740,1977,25651,51622,54512,68422
41780,1977,1381,1841,2363,3275
41860,1977,59015,105933,174884,179427
41940,1977,20187,45139,58719,57875
42020,1977,2833,3801,3891,4622
42060,1977,5829,11642,11133,28297
42100,1977,3258,4929,5174,6134
42140,1977,1637,2508,2231,2806
42220,1977,5482,7150,7946,8458
42340,1977,3935,5198,7828,16917
42540,1977,9332,11162,25568,25762
42660,1977,34811,62985,79655,85639
42680,1977,1145,1491,1864,2330
43100,1977,1686,1256,3406,2912
43300,1977,1669,2086,2516,3243
43340,1977,5880,9147,11904,16837
43580,1977,2893,3742,17343,9060
43620,1977,3063,3747,28986,6020
43780,1977,4677,8816,9224,12965
43900,1977,3138,3163,5400,7687
44060,1977,5996,7447,10662,12365
44100,1977,3588,5743,8004,9842
44140,1977,10162,13300,24002,22832
44180,1977,4632,6073,8862,9727
44220,1977,2105,2887,3450,6596
44300,1977,1595,1596,2518,2987
44600,1977,2322,2415,2973,5465
44700,1977,5617,6738,9429,11029
44940,1977,1197,1420,4071,1805
45060,1977,9707,11886,26607,28463
45220,1977,3239,4234,3604,8089
45300,1977,23052,46871,44319,69458
45460,1977,2728,4172,7461,6126
45500,1977,1878,2955,5254,4691
45780,1977,10180,14358,48915,26555
45820,1977,3673,4732,5555,7983
45940,1977,5343,8267,10855,13654
46060,1977,7323,12860,12436,21104
46140,1977,12877,23376,28262,33828
46220,1977,2228,6528,3330,5822
46340,1977,2623,3715,6636,5278
46540,1977,4551,5261,6865,10714
46660,1977,1573,1709,2288,3316
46700,1977,2718,23309,5037,5126
47020,1977,1713,1789,2671,2912
47220,1977,2339,2457,4438,5687
47260,1977,15143,24485,34509,43841
47300,1977,3579,5062,4314,7382
47380,1977,3029,7370,5423,7224
47580,1977,987,1449,987,1924
47900,1977,47996,97717,118178,191783
47940,1977,3219,4201,4408,6716
48140,1977,1855,1460,3095,3378
48300,1977,1405,1935,2713,2528
48540,1977,2932,3770,5847,7366
48620,1977,8896,12682,18802,28353
48660,1977,2899,4151,3651,5725
48700,1977,2008,2272,9003,5568
48900,1977,2707,3576,3924,6078
49020,1977,1349,1611,3147,1999
49180,1977,4853,5894,11247,14674
49340,1977,10567,12922,25877,25989
49420,1977,3024,5125,4994,7739
49620,1977,4887,6320,9035,12336
49660,1977,9453,17013,42667,27055
49700,1977,1522,1549,2208,2327
49740,1977,1332,1777,1783,2282
10180,1982,3301,6480,7329,7142
10420,1982,9794,13732,26453,35825
10500,1982,2325,2362,3947,5981
10580,1982,11385,12587,18824,33176
10740,1982,9303,13535,15174,30740
10780,1982,2181,2948,3181,6008
10900,1982,10457,12915,19283,36228
11020,1982,2124,2244,2554,4903
11100,1982,4041,5513,7507,11066
11180,1982,1269,1177,1463,3308
11260,1982,4281,10207,16086,13714
11300,1982,1903,1518,3900,7511
11340,1982,1953,1634,2030,5736
11460,1982,4033,5202,11383,17664
11500,1982,1573,1489,4097,4818
11540,1982,2865,3451,3875,6238
11700,1982,4910,6112,6016,13114
12020,1982,1901,2589,2134,4686
12060,1982,39733,103447,96532,160254
12100,1982,3708,7490,16768,14185
12220,1982,959,1606,1602,2528
12260,1982,5171,8019,11051,14863
12420,1982,11962,26240,26043,31036
12540,1982,7011,14148,13585,18714
12580,1982,31456,57679,67023,108367
12620,1982,2255,3127,4015,5836
12700,1982,3881,4497,4261,5776
12940,1982,9383,15438,20439,32428
12980,1982,2021,2446,2937,6106
13020,1982,1646,1766,1964,4568
13140,1982,5869,12189,10922,25973
13380,1982,2340,2725,3073,4856
13460,1982,1598,1999,1820,4873
13740,1982,3057,3728,4380,6914
13780,1982,3687,5832,6499,9780
13820,1982,13431,19183,29664,49500
13900,1982,1852,1539,2180,4258
13980,1982,1639,1872,2133,8789
14020,1982,2099,2721,3746,4994
14060,1982,2001,2469,3456,6040
14260,1982,5350,20807,7484,34347
14460,1982,68912,113156,164951,219210
14500,1982,4190,8783,8769,10503
14540,1982,1453,3610,1736,3758
14740,1982,2189,2423,1823,4287
14860,1982,17524,31620,40377,47832
15180,1982,3480,5984,6897,7191
15260,1982,1411,2638,4482,3919
15380,1982,18171,27751,30480,64921
15500,1982,1837,2721,2966,5424
15540,1982,3128,3477,6863,6884
15940,1982,6234,6479,10105,20178
15980,1982,4981,7875,6324,13572
16020,1982,1671,1640,2041,4305
16180,1982,882,1871,921,2354
16220,1982,2300,3224,4817,7811
16300,1982,4043,3878,4872,12407
16580,1982,3258,3969,4708,9619
16620,1982,4736,6027,8690,14835
16700,1982,6240,11093,10431,19270
16740,1982,15860,23525,32533,54276
16820,1982,2381,3374,3644,5396
16860,1982,6478,10529,9729,22308
16940,1982,1408,2065,1383,3836
16980,1982,122215,221807,246771,528802
17020,1982,2903,3335,3286,6277
17140,1982,25033,36765,49331,94580
17300,1982,2228,2292,2164,4904
17420,1982,1160,2086,4117,3709
17460,1982,33829,58645,69974,132389
17660,1982,1184,1248,950,3114
17780,1982,2226,5231,4697,4400
17820,1982,6072,10520,11140,15025
17860,1982,1930,2355,2550,5354
17900,1982,7794,11784,12206,21292
17980,1982,769,621,850,1647
18020,1982,1127,832,1093,6734
18140,1982,18630,33002,36291,70718
18580,1982,6687,15995,11969,18496
18700,1982,1286,1545,2510,3159
18880,1982,2075,2821,3394,4369
19060,1982,1678,1900,1349,4399
19100,1982,58713,148207,169833,243758
19140,1982,1685,3104,2465,6923
19180,1982,1562,1776,1591,4699
19260,1982,1565,1383,2020,4536
19340,1982,6453,7326,8176,26791
19380,1982,11740,18377,21061,45798
19460,1982,1727,1890,2615,4466
19500,1982,2112,2539,2757,6714
19660,1982,5235,8343,6936,11835
19740,1982,30585,97547,78509,113129
19780,1982,7938,12610,15350,25373
19820,1982,57882,81297,112036,261655
20020,1982,2115,2690,3244,5501
20100,1982,1562,1444,2162,3101
20220,1982,1754,1485,2840,5472
20260,1982,4620,4151,4877,16597
20500,1982,4532,5849,11269,12590
20740,1982,2364,2541,2675,4934
20940,1982,1509,1509,2457,3556
21060,1982,1173,1076,1697,1960
21140,1982,2868,5191,5287,8595
21300,1982,1489,1637,2933,3463
21340,1982,6691,14836,14479,23058
21500,1982,4214,5723,7457,24349
21660,1982,5430,6668,5211,18357
21780,1982,5744,7918,12349,16104
21820,1982,1049,1969,2609,2467
22020,1982,2908,2960,7162,11434
22140,1982,1470,2533,3085,5775
22180,1982,3062,4161,3902,7333
22220,1982,3315,5042,4281,9315
22380,1982,1318,1910,1902,3356
22420,1982,5271,7871,6159,26862
22500,1982,2767,3892,3546,6722
22520,1982,2085,2016,2717,6118
22540,1982,1563,1598,3089,3054
22660,1982,3245,4657,4009,8328
22900,1982,3597,4505,4999,11845
23060,1982,5747,8772,13299,21531
23420,1982,9739,14354,13930,28851
23460,1982,1432,1241,2083,5184
23540,1982,2801,4392,5362,6716
23580,1982,1484,2243,2317,3786
24020,1982,1870,1610,2275,3725
24140,1982,1512,1836,1325,3345
24220,1982,1868,1739,1972,3261
24300,1982,2373,4955,4172,5750
24340,1982,9288,12724,14884,30782
24500,1982,1722,1842,2097,3814
24540,1982,2117,2761,2644,5778
24580,1982,4082,4723,5908,9725
24660,1982,9235,14263,16494,29607
24780,1982,1621,2025,2339,3590
24860,1982,7006,15544,18088,27777
25060,1982,3037,4341,4029,7855
25180,1982,2650,2403,2641,6027
25260,1982,1051,1060,1083,1855
25420,1982,7018,12174,12078,20146
25500,1982,1332,1415,2441,3791
25540,1982,19238,26191,38242,66538
25620,1982,1665,1755,1827,4286
25860,1982,4431,9007,6463,16218
25980,1982,361,531,422,706
26100,1982,2454,2421,3254,10179
26180,1982,13417,21730,21612,44209
26300,1982,1538,3419,2846,4377
26380,1982,3582,5339,9921,11879
26420,1982,57171,174235,212752,261777
26580,1982,4295,6830,5427,13325
26620,1982,3555,5505,5905,9752
26820,1982,1536,1592,1900,4257
26900,1982,18938,29326,36638,68945
26980,1982,1881,2372,2332,4070
27060,1982,1406,1133,2646,4139
27100,1982,2181,2545,2970,5577
27140,1982,7265,8539,9111,21160
27180,1982,1659,1959,1880,4859
27260,1982,12870,22537,25783,41634
27340,1982,1155,1807,1539,2025
27500,1982,2198,3103,4308,5412
27620,1982,2042,2430,3001,4036
27740,1982,2189,2090,2774,6211
27780,1982,2496,2140,3219,6164
27860,1982,1588,2067,2401,4237
27900,1982,2460,2897,2991,6158
28020,1982,4294,6137,6558,15086
28100,1982,1564,1973,2084,6142
28140,1982,25326,44652,50429,100590
28420,1982,2386,3994,4236,9868
28660,1982,2745,4759,5010,6642
28700,1982,3758,5355,5425,10347
28740,1982,2584,2494,6995,6563
28940,1982,8632,14549,15293,24442
29020,1982,1593,1626,1862,5707
29100,1982,2159,2156,2479,6119
29140,1982,2323,2633,3792,6370
29180,1982,5044,11549,16367,16974
29340,1982,3084,4844,7718,11219
29420,1982,1169,1707,999,3631
29460,1982,5555,9232,10449,23044
29540,1982,6178,7109,12605,18662
29620,1982,5659,8905,8929,17103
29700,1982,1829,2905,3064,4732
29740,1982,1427,2289,1969,2631
29820,1982,8184,21750,23618,39957
29940,1982,1195,1425,1200,3056
30020,1982,1578,2598,1976,2652
30140,1982,1692,2825,2133,4099
30300,1982,1082,865,871,2369
30340,1982,1798,2696,3099,5223
30460,1982,6018,7850,10576,19596
30620,1982,2017,2332,1697,7525
30700,1982,4030,4795,5494,10871
30780,1982,8581,10959,18166,26939
30860,1982,1031,1356,1134,2778
30980,1982,3829,7209,7699,10488
31020,1982,1439,1805,1441,4317
31100,1982,172425,356756,464164,755162
31140,1982,15858,25862,24453,58198
31180,1982,4633,7163,8987,12190
31340,1982,3023,3122,4176,15115
31420,1982,3265,3946,5644,9642
31460,1982,986,1043,1019,2259
31540,1982,7571,10847,10550,20455
31700,1982,5557,7961,10056,16240
31740,1982,1580,1653,1908,2854
31860,1982,1622,2207,2024,3730
31900,1982,2046,1416,4387,7110
32580,1982,4119,8743,9268,10289
32780,1982,2571,2807,2742,8231
32820,1982,14624,27136,26456,57120
32900,1982,1938,2108,2111,3855
33100,1982,35595,65246,56370,136146
33140,1982,1642,2089,2267,5452
33260,1982,3087,7671,11948,9335
33340,1982,23579,37231,45372,87310
33460,1982,37094,65274,91758,161570
33540,1982,1829,3293,1344,4421
33660,1982,5837,8175,12170,23725
33700,1982,4700,8879,6548,12868
33740,1982,3091,3314,4344,7083
33780,1982,1300,2998,1850,3066
33860,1982,4439,6674,12541,15172
34060,1982,1500,1520,1776,3676
34100,1982,1314,2184,2086,3953
34580,1982,1494,3353,1812,3465
34620,1982,1945,1886,2684,7592
34740,1982,2214,2067,3203,6711
34820,1982,2564,3845,4720,5056
34900,1982,2016,2293,2066,4516
34940,1982,2782,4000,3740,6213
34980,1982,15170,26706,30505,57186
35300,1982,14229,18414,18474,39481
35380,1982,20677,40252,58903,86295
35620,1982,319770,443764,628261,924388
35660,1982,2582,2667,3698,6761
35840,1982,8197,11351,11879,19327
35980,1982,3702,3945,5781,8180
36100,1982,2504,3473,3448,4871
36140,1982,1770,1559,1875,4181
36220,1982,3205,6776,9925,12494
36260,1982,3875,5953,5398,11938
36420,1982,18466,34880,50392,58005
36500,1982,2167,2378,2085,5477
36540,1982,11259,16183,19438,39254
36740,1982,15689,28588,34364,49132
36780,1982,2409,2451,5041,4959
36980,1982,1894,2005,2568,4462
37100,1982,8436,31533,16118,24677
37340,1982,4793,8905,11685,16119
37380,1982,220,444,195,1149
37460,1982,2044,2090,3300,4513
37620,1982,2776,3871,3982,6960
37700,1982,1595,2273,3648,4449
37860,1982,4412,6406,8998,10321
37900,1982,5893,8279,6738,18948
37980,1982,80036,123622,175961,286337
38060,1982,27994,62352,60633,112526
38220,1982,1537,1410,2122,3537
38300,1982,37196,60750,97826,163954
38340,1982,2652,2951,4427,6158
38540,1982,1310,1747,1433,3610
38860,1982,7199,9692,11433,17290
38900,1982,25443,39280,35393,95808
38940,1982,3328,5101,4782,8706
39100,1982,7912,8845,12428,17004
39140,1982,1568,1915,1125,3092
39300,1982,25289,29164,40896,75164
39340,1982,2876,4616,5093,8426
39380,1982,2080,2055,2937,10808
39460,1982,1160,1526,976,4113
39540,1982,2936,5464,3211,9864
39580,1982,7895,12092,18264,22079
39660,1982,1986,1968,2181,3834
39740,1982,5072,8824,7605,18194
39820,1982,2651,2315,2435,15984
39900,1982,5143,10614,9600,21112
40060,1982,13537,20697,30719,45589
40140,1982,23678,38450,35630,77101
40220,1982,4386,5190,7517,15167
40340,1982,2128,2139,3603,5492
40380,1982,13462,20032,28698,43215
40420,1982,4883,6810,9991,16206
40580,1982,1983,2762,2892,5792
40660,1982,1282,1619,1383,3772
40900,1982,19528,30564,44398,67815
40980,1982,3169,3600,3500,14455
41060,1982,2427,2625,3011,5683
41100,1982,529,570,444,1028
41140,1982,2021,2082,2715,4551
41180,1982,39316,98711,92403,133612
41420,1982,4457,5595,5419,13465
41500,1982,5225,6739,7180,11799
41540,1982,1647,1713,2220,3796
41620,1982,12420,21168,24518,43131
41660,1982,1958,3065,5007,4588
41700,1982,18155,36810,44167,58717
41740,1982,31267,52213,56638,106864
41780,1982,1397,1398,2551,4186
41860,1982,66773,171275,164691,225881
41940,1982,24240,69553,65655,106800
42020,1982,3340,9045,3881,6589
42060,1982,6674,14955,12064,20294
42100,1982,3966,4789,20239,8968
42140,1982,1976,1916,2410,3204
42220,1982,6573,20361,8553,14130
42340,1982,4083,5649,8281,11264
42540,1982,8705,9961,13411,22924
42660,1982,40206,62767,69438,137483
42680,1982,1579,1685,1777,3509
43100,1982,1716,1722,2058,4355
43300,1982,1758,1898,2197,6040
43340,1982,6487,12201,12088,21198
43580,1982,2683,2709,3102,10149
43620,1982,3133,3405,4700,8269
43780,1982,4704,5081,7600,13686
43900,1982,3192,4975,7120,12017
44060,1982,6219,9221,8792,19878
44100,1982,3393,3676,4399,10070
44140,1982,10268,13109,18098,30848
44180,1982,4685,6787,7492,12557
44220,1982,1966,2072,2527,7213
44300,1982,1652,2219,1819,3936
44600,1982,2088,1608,2078,9186
44700,1982,6242,12991,9305,15358
44940,1982,1195,1352,1370,2989
45060,1982,9624,11311,27720,27158
45220,1982,3792,5513,5038,8401
45300,1982,28351,57539,56533,89542
45460,1982,2660,3074,2862,8175
45500,1982,1983,2254,4616,4363
45780,1982,10083,11362,16926,33040
45820,1982,3779,5200,15033,8626
45940,1982,5518,6588,10719,16084
46060,1982,8908,21782,16382,30010
46140,1982,14659,27929,34663,50106
46220,1982,2223,3604,2915,6646
46340,1982,3049,5178,4800,8077
46540,1982,4422,6347,6335,10268
46660,1982,1599,1731,1523,4057
46700,1982,3229,5479,4544,8095
47020,1982,2083,3760,4224,4723
47220,1982,2306,1522,3813,6074
47260,1982,16186,24864,32764,54196
47300,1982,3918,6492,4959,9728
47380,1982,3235,4072,5797,8631
47580,1982,965,1182,1108,1924
47900,1982,53818,109108,143843,222688
47940,1982,3169,2453,4679,10263
48140,1982,1946,1720,2275,4936
48300,1982,1435,2582,1684,3461
48540,1982,2806,2805,3593,9467
48620,1982,9176,12500,13491,30493
48660,1982,3073,5639,5306,6806
48700,1982,1922,2427,4195,5499
48900,1982,2960,4475,3969,8867
49020,1982,1355,1294,2017,3479
49180,1982,5088,7193,13430,15494
49340,1982,10747,13923,18210,37562
49420,1982,3022,3696,3234,7940
49620,1982,4847,5978,8334,16864
49660,1982,9247,11280,13248,36679
49700,1982,1691,5177,1644,3510
49740,1982,1479,2440,1580,3369
10180,1987,3165,3241,3639,12058
10420,1987,11092,16109,25495,37942
10500,1987,2539,3398,4252,6382
10580,1987,13609,15750,33123,39549
10740,1987,11500,19044,22015,33956
