msa,year,firms,job_births,job_continues,job_destruction
10780,1987,2470,2696,3482,6352
10900,1987,12309,15913,24917,37286
11020,1987,2408,3310,4439,5888
11100,1987,4230,4919,6424,16051
11180,1987,1276,1131,1503,2720
11260,1987,5320,6789,9075,26374
11300,1987,2089,2477,2920,7366
11340,1987,2411,2366,3802,4361
11460,1987,5124,6680,10795,17004
11500,1987,1753,2346,2420,4561
11540,1987,3223,5196,5081,7769
11700,1987,6056,6889,10577,32533
12020,1987,2368,2301,4392,4500
12060,1987,53520,126083,149381,240469
12100,1987,4352,12394,14293,12653
12220,1987,1173,1241,2705,2931
12260,1987,6402,9355,13603,16013
12420,1987,15577,26880,24681,68116
12540,1987,7984,12365,12729,29977
12580,1987,38541,94533,94894,139576
12620,1987,2811,3551,4893,6489
12700,1987,5164,7999,7803,10981
12940,1987,10109,14600,19622,37712
12980,1987,2253,2745,5844,6083
13020,1987,1842,1687,2696,3713
13140,1987,5985,8136,10141,22105
13380,1987,2788,3361,5133,4417
13460,1987,2065,1700,2911,4239
13740,1987,3338,3875,4792,8474
13780,1987,4128,3751,6560,12746
13820,1987,15971,24895,38650,61216
13900,1987,2068,2238,2258,4429
13980,1987,1910,2048,3115,4608
14020,1987,2531,3003,25400,5662
14060,1987,2262,2878,4582,6143
14260,1987,6056,7504,11053,18127
14460,1987,83270,128147,224323,331619
14500,1987,5357,6584,7888,15620
14540,1987,1657,1677,3266,4083
14740,1987,2677,2486,3336,4672
14860,1987,20564,30968,41323,61860
15180,1987,3555,4190,5054,10403
15260,1987,1743,2310,2922,4937
15380,1987,19492,24522,42290,61857
15500,1987,2296,2764,5300,7427
15540,1987,4175,5993,7954,7772
15940,1987,6976,8073,14277,22598
15980,1987,6825,10832,10777,15967
16020,1987,1988,1787,3272,3827
16180,1987,1074,1947,1840,2863
16220,1987,1933,1861,1753,5744
16300,1987,4253,5217,7576,10567
16580,1987,3609,4308,7271,8846
16620,1987,5168,6305,9234,14657
16700,1987,7895,13041,14440,24180
16740,1987,19846,32822,57361,83301
16820,1987,2966,3584,5514,5396
16860,1987,7502,10603,20582,22532
16940,1987,1544,1403,1879,3936
16980,1987,136274,206212,330780,550995
17020,1987,3449,3650,5218,7411
17140,1987,29127,48556,82161,107859
17300,1987,2560,2990,4402,6075
17420,1987,1408,1336,4058,3994
17460,1987,36656,59671,86126,154590
17660,1987,1551,1405,2412,3404
17780,1987,2399,2531,2727,7752
17820,1987,7847,12456,12570,23990
17860,1987,2450,3860,4202,5862
17900,1987,9540,17247,19739,30511
17980,1987,911,794,1586,1696
18020,1987,1299,1460,2583,2669
18140,1987,21853,40728,64972,79288
18580,1987,6748,8317,10723,24872
18700,1987,1423,1145,1925,2271
18880,1987,2808,3657,4089,7091
19060,1987,1886,2025,2635,2740
19100,1987,71463,151161,176489,379225
19140,1987,1948,4662,6069,6560
19180,1987,1617,1128,2709,5133
19260,1987,1804,1477,2493,3433
19340,1987,6659,7125,13198,23113
19380,1987,13055,19525,31614,41083
19460,1987,2161,2559,3697,4485
19500,1987,2186,2971,4324,8095
19660,1987,6679,10133,10961,18595
19740,1987,35083,63627,67391,167439
19780,1987,8478,11261,18691,25975
19820,1987,66458,105528,168646,259488
20020,1987,2475,3469,4657,5724
20100,1987,1907,2776,3058,6155
20220,1987,1812,2023,2890,6696
20260,1987,4975,4769,8294,12072
20500,1987,5830,7935,12408,22090
20740,1987,2628,3392,4428,4252
20940,1987,1565,1728,2264,3631
21060,1987,1440,1996,2218,2739
21140,1987,3435,4966,11185,11067
21300,1987,1573,1752,3248,3510
21340,1987,7706,16228,15630,27275
21500,1987,4793,6674,8679,14457
21660,1987,6225,7613,10560,13019
21780,1987,6476,7648,11969,17175
21820,1987,1354,1237,1772,4139
22020,1987,3434,4496,5931,7524
22140,1987,1531,1517,2261,6136
22180,1987,3659,4580,7289,8548
22220,1987,3973,4767,9298,11509
22380,1987,1683,2639,2884,4744
22420,1987,6168,9096,13901,21974
22500,1987,3138,3556,6716,8850
22520,1987,2369,2212,3728,5424
22540,1987,1702,1326,2921,2331
22660,1987,4082,5055,6219,10006
22900,1987,4120,4936,9289,11159
23060,1987,6772,12291,16824,21838
23420,1987,11003,13547,22676,26281
23460,1987,1557,1488,3805,3729
23540,1987,3471,5312,6127,9005
23580,1987,1959,2479,5346,4969
24020,1987,2343,1672,4243,3463
24140,1987,1730,1647,3681,3196
24220,1987,2020,1782,3364,3264
24300,1987,2035,2932,2615,5617
24340,1987,11035,16995,29539,32008
24500,1987,1840,2438,2259,3731
24540,1987,2310,2655,4816,6980
24580,1987,4672,7894,8581,11725
24660,1987,11053,17943,26380,41948
24780,1987,1994,2800,3740,4017
24860,1987,8406,12412,33362,34408
25060,1987,3498,4475,5281,9066
25180,1987,3145,3678,5797,6438
25260,1987,1200,1278,1512,2325
25420,1987,8064,9145,20028,21462
25500,1987,1645,1909,2685,3538
25540,1987,22750,30730,66440,64806
25620,1987,1886,1937,3126,4711
25860,1987,5303,6781,13156,15644
25980,1987,451,428,662,767
26100,1987,3071,5150,6436,9171
26180,1987,14688,21682,36053,47080
26300,1987,1739,1661,2302,4411
26380,1987,3109,3668,4636,13630
26420,1987,59283,116404,141122,324292
26580,1987,4594,4823,8570,11066
26620,1987,4693,7017,10822,16725
26820,1987,1755,1932,2334,5131
26900,1987,22213,36775,58991,85125
26980,1987,2131,2237,2670,4225
27060,1987,1638,1352,2519,2801
27100,1987,2363,2892,4153,6135
27140,1987,8039,12424,15877,36135
27180,1987,1899,3020,3485,5113
27260,1987,16397,32131,38010,60049
27340,1987,1603,2783,2303,3107
27500,1987,2406,2887,4153,5687
27620,1987,2431,2100,4262,4975
27740,1987,2610,2491,4957,4843
27780,1987,2726,2579,4848,5192
27860,1987,1831,1666,3076,3967
27900,1987,2882,4190,4635,6843
28020,1987,4904,5412,10467,12829
28100,1987,1652,1523,2636,4092
28140,1987,29532,58004,70868,114275
28420,1987,2572,2508,5014,7955
28660,1987,3331,3553,5992,10269
28700,1987,4311,4680,8549,11191
28740,1987,3205,2433,4940,10934
28940,1987,10263,15716,20099,27814
29020,1987,1715,1252,2711,5211
29100,1987,2336,3011,5166,4652
29140,1987,2547,3316,4933,6286
29180,1987,4624,5934,7182,24346
29340,1987,3070,5029,4070,8377
29420,1987,1636,2499,2110,3792
29460,1987,6611,10041,13317,19528
29540,1987,7334,9564,15870,19630
29620,1987,6682,9726,14143,21150
29700,1987,1863,2114,2340,6076
29740,1987,1834,2912,3242,4039
29820,1987,9978,21050,37673,32880
29940,1987,1470,2312,2362,2728
30020,1987,1713,1451,2290,3686
30140,1987,1927,2197,3248,3245
30300,1987,1172,997,1641,1996
30340,1987,2089,2399,3365,5123
30460,1987,7130,10518,13525,24691
30620,1987,2201,2255,4045,5470
30700,1987,4553,5114,8876,10958
30780,1987,10240,13416,19502,41480
30860,1987,1111,1067,2161,2630
30980,1987,3934,4240,4411,13063
31020,1987,1578,1389,3038,2422
31100,1987,199808,351141,582169,837895
31140,1987,17712,22754,43263,56933
31180,1987,4758,5792,6919,14405
31340,1987,3628,3650,6372,8178
31420,1987,3708,5139,6448,10581
31460,1987,1179,1015,1611,1964
31540,1987,8512,12000,16775,16873
31700,1987,7614,12872,16818,26180
31740,1987,1749,1486,2640,3220
31860,1987,1680,963,3008,2985
31900,1987,2244,1946,4202,5658
32580,1987,4316,5590,7272,13111
32780,1987,3133,4309,5019,5708
32820,1987,16502,26788,44914,71051
32900,1987,2180,1997,3683,7557
33100,1987,45172,85423,84806,139371
33140,1987,1790,1708,3295,5352
33260,1987,2806,3093,3867,13157
33340,1987,26041,42836,58201,73324
33460,1987,44008,79701,124069,172352
33540,1987,2169,1823,3710,4056
33660,1987,6512,8597,12623,22472
33700,1987,5612,6580,11420,13284
33740,1987,3363,3735,7829,8787
33780,1987,1553,1607,1919,2891
33860,1987,5071,7097,12212,18129
34060,1987,1760,1861,2773,4114
34100,1987,1558,1488,3239,3713
34580,1987,1777,1844,2945,3124
34620,1987,2082,2154,4343,5744
34740,1987,2526,2404,4706,8035
34820,1987,3580,5739,5622,9725
34900,1987,2490,2161,3250,5362
34940,1987,3816,6341,6048,8150
34980,1987,19245,34004,50091,73596
35300,1987,16853,18864,36953,46122
35380,1987,21280,32189,40575,97528
35620,1987,359297,462116,804090,1127892
35660,1987,2839,3343,5798,7516
35840,1987,10419,13333,16613,24682
35980,1987,4483,6260,7919,10528
36100,1987,3348,4234,5360,7275
36140,1987,2249,2943,3455,3826
36220,1987,2650,3266,2654,12512
36260,1987,4353,4793,7622,11704
36420,1987,18264,27241,32098,71997
36500,1987,2741,3364,4715,6341
36540,1987,12596,19266,29839,39754
36740,1987,21535,44820,56207,79916
36780,1987,2709,3238,5111,4834
36980,1987,2053,1777,3000,6172
37100,1987,10843,17250,23959,34555
37340,1987,6445,10858,11755,21960
37380,1987,384,416,839,732
37460,1987,2765,4518,4615,7463
37620,1987,3038,2807,5217,6082
37700,1987,1826,1491,2415,4465
37860,1987,5667,9546,10790,16154
37900,1987,6136,6955,10861,17830
37980,1987,92433,137922,240635,342756
38060,1987,37647,78169,88727,160481
38220,1987,1665,2580,2316,3590
38300,1987,41277,58083,94004,137422
38340,1987,3137,3868,5425,8054
38540,1987,1377,1500,1393,3630
38860,1987,9857,14667,18156,21552
38900,1987,29685,42971,62531,86162
38940,1987,4601,8395,8221,10281
39100,1987,10069,11588,16774,20107
39140,1987,2256,2609,2952,3799
39300,1987,29810,37390,61474,77199
39340,1987,3222,4022,7005,8989
39380,1987,2260,2152,2664,5275
39460,1987,1626,1981,2402,3078
39540,1987,3192,4799,5366,7582
39580,1987,10826,18315,21770,34199
39660,1987,2275,2696,3175,4465
39740,1987,5838,7458,12336,16578
39820,1987,3391,3377,5728,5648
39900,1987,6191,12523,15320,25207
40060,1987,16777,26399,41407,55451
40140,1987,31577,60173,80446,99399
40220,1987,5277,7337,11694,17559
40340,1987,2367,2675,4514,5573
40380,1987,15552,19434,44727,73485
40420,1987,5343,6317,10949,17377
40580,1987,2302,4273,5835,8888
40660,1987,1471,2083,3457,3701
40900,1987,24841,40470,56009,82676
40980,1987,3549,3470,6692,8365
41060,1987,2856,2495,5886,5473
41100,1987,796,1081,971,2318
41140,1987,2126,2712,3036,5942
41180,1987,44897,70865,113682,168329
41420,1987,5040,6593,7786,11908
41500,1987,6186,8045,11334,15438
41540,1987,1935,2796,3702,5140
41620,1987,14038,24660,36251,56654
41660,1987,2077,2196,2679,8284
41700,1987,21754,36458,45330,86215
41740,1987,40041,77813,98018,146385
41780,1987,1511,1960,3290,3434
41860,1987,78677,124606,186985,272708
41940,1987,28258,47706,82646,113005
42020,1987,4493,5631,6464,8825
42060,1987,7854,9664,22261,31395
42100,1987,4902,6444,7137,12395
42140,1987,2410,3096,3507,5813
42220,1987,8725,10511,14582,16950
42340,1987,4749,7583,10123,15253
42540,1987,9733,13563,19320,29286
42660,1987,49263,79420,111660,145503
42680,1987,2033,3244,3109,6506
43100,1987,1867,2174,3429,3490
43300,1987,1995,2766,2175,6019
43340,1987,6729,8087,10677,25757
43580,1987,2752,3167,4827,9004
43620,1987,3616,3419,5719,7741
43780,1987,5320,7424,11353,17660
43900,1987,3825,5583,9347,10310
44060,1987,7015,9108,12504,22613
44100,1987,3808,3818,6966,8869
44140,1987,11852,16763,27899,33071
44180,1987,6029,6701,10735,14190
44220,1987,2135,2551,4142,5475
44300,1987,2047,3077,3847,4963
44600,1987,2138,2612,3514,3711
44700,1987,7330,10105,14417,17864
44940,1987,1412,1280,2486,2933
45060,1987,11220,15647,24827,35787
45220,1987,4722,5585,9357,9382
45300,1987,37112,66371,76043,128469
45460,1987,2757,2905,4499,5773
45500,1987,2141,2554,3009,5239
45780,1987,11100,15123,25833,36180
45820,1987,4171,4737,7248,9810
45940,1987,6574,14256,15422,20063
46060,1987,11074,21401,24002,40620
46140,1987,15197,23443,24282,61631
46220,1987,2690,3807,4195,7375
46340,1987,3594,3248,4858,11341
46540,1987,4964,4728,8889,11096
46660,1987,1907,2870,3356,4117
46700,1987,4135,5843,7604,11428
47020,1987,2171,1806,1902,6268
47220,1987,2569,3184,4965,4615
47260,1987,20558,36037,49421,82606
47300,1987,4455,6084,10211,10222
47380,1987,3667,4298,5710,12455
47580,1987,1237,1667,2115,3016
47900,1987,68407,139587,207272,239975
47940,1987,3128,3504,6451,8767
48140,1987,2182,2766,3800,3248
48300,1987,1774,1755,2519,3664
48540,1987,2910,2897,4126,6164
48620,1987,9819,12308,17200,59447
48660,1987,3098,4427,3385,9618
48700,1987,2239,2679,4171,5767
48900,1987,4145,5030,6713,10449
49020,1987,1779,1966,3454,3085
49180,1987,6333,9631,14727,24526
49340,1987,12891,17327,27166,42885
49420,1987,3344,3379,6341,7133
49620,1987,5755,8258,11149,17892
49660,1987,10059,11840,16911,30064
49700,1987,1916,2239,2583,3387
49740,1987,1714,3115,3092,4977
10180,1992,3106,2924,6270,7121
10420,1992,12064,12017,33889,37656
10500,1992,2554,2651,4724,6198
10580,1992,14009,13053,28667,39744
10740,1992,11997,17599,31056,37539
10780,1992,2421,1775,4656,5896
10900,1992,13155,14432,21155,33649
11020,1992,2524,1773,3659,6189
11100,1992,4149,4377,7337,10179
11180,1992,1408,1047,2302,4080
11260,1992,5872,5933,12861,17699
11300,1992,2116,1909,3274,4826
11340,1992,2577,3184,4476,5977
11460,1992,5667,5130,12579,20656
11500,1992,1878,2049,3125,4857
11540,1992,3557,4110,7007,8604
11700,1992,6512,6016,11389,14932
12020,1992,2593,10908,3427,7434
12060,1992,60421,108995,179383,257813
12100,1992,4564,3691,6977,12084
12220,1992,1360,1530,2377,3251
12260,1992,6857,6697,15074,20121
12420,1992,16576,27131,37812,47151
12540,1992,8359,10936,15719,28961
12580,1992,41819,51471,92573,157192
12620,1992,2951,2012,3869,6896
12700,1992,4940,3483,6699,9583
12940,1992,10552,12982,27865,33075
12980,1992,2339,2226,4199,6968
13020,1992,1978,1346,2429,4367
13140,1992,6101,8246,14290,18767
13380,1992,3562,4194,5621,8400
13460,1992,2466,2438,3224,4865
13740,1992,3441,2746,6361,6214
13780,1992,4193,3208,8755,12489
13820,1992,16953,19031,40945,61576
13900,1992,2201,1468,3671,3795
13980,1992,2078,1757,2961,5572
14020,1992,2796,2350,4795,5729
14060,1992,2531,3077,4836,7330
14260,1992,7246,12485,15041,18579
14460,1992,80579,103392,191244,309091
14500,1992,6210,9540,11905,15990
14540,1992,1831,1844,3788,4946
14740,1992,3360,3879,4830,6448
14860,1992,20586,20523,43466,71269
15180,1992,3925,7110,7350,10291
15260,1992,1820,1418,3456,3866
15380,1992,20633,24308,46296,63518
15500,1992,2398,1938,4884,6678
15540,1992,4601,3736,7515,10370
15940,1992,7299,5392,11053,18350
15980,1992,8012,11989,10681,25312
16020,1992,2095,2255,3386,4770
16180,1992,1269,2058,1759,3225
16220,1992,1997,1418,2461,4242
16300,1992,4438,8742,11909,14857
16580,1992,3632,3428,5787,8909
16620,1992,5519,5146,9566,17661
16700,1992,8889,11309,21202,28424
16740,1992,22370,38110,59087,89953
16820,1992,3382,2192,4316,6658
16860,1992,8003,7690,17689,29545
16940,1992,1574,1138,2683,3263
16980,1992,147924,224667,378891,566688
17020,1992,3821,3082,4980,7741
17140,1992,31124,35499,72756,114936
17300,1992,2707,2517,5736,5901
17420,1992,1540,1528,4557,3746
17460,1992,38924,40177,85583,129157
17660,1992,2005,2805,3275,3161
17780,1992,2557,4348,4431,7209
17820,1992,7957,11727,17341,22522
17860,1992,2686,2948,5302,5966
17900,1992,10296,12071,19319,32061
17980,1992,957,738,1866,1302
18020,1992,1466,1721,3142,3038
18140,1992,23939,37036,64285,87599
18580,1992,6753,7619,11610,18380
18700,1992,1503,1378,3311,2585
18880,1992,3020,3594,5556,7610
19060,1992,1936,1397,1966,3928
19100,1992,73939,148668,202462,351894
19140,1992,2224,2697,5729,6558
19180,1992,1569,1268,2630,3975
19260,1992,1888,1562,3528,3920
19340,1992,6976,6708,13078,18909
19380,1992,13564,15217,28743,50282
19460,1992,2340,2101,4062,4745
19500,1992,2261,2418,4230,6499
19660,1992,7505,8710,11353,21172
19740,1992,37808,55232,87928,121628
19780,1992,9215,13196,21561,34747
19820,1992,69938,86125,185207,242795
20020,1992,2542,2731,4979,6058
20100,1992,2130,1936,5082,5368
20220,1992,1970,1638,3768,4758
20260,1992,5255,4307,8007,11060
20500,1992,6501,7374,21393,20086
20740,1992,2813,2608,6034,6313
20940,1992,1833,1790,3738,4689
21060,1992,1580,1695,2227,3759
21140,1992,3691,4655,12642,10211
21300,1992,1638,1280,2087,5281
21340,1992,8487,13313,22671,29596
21500,1992,5053,9650,9050,18770
21660,1992,6720,7760,9736,15861
21780,1992,6543,6029,14922,18598
21820,1992,1461,1878,2183,3907
22020,1992,3620,3713,6392,8018
22140,1992,1605,1769,3405,5356
22180,1992,3797,4194,8150,8239
22220,1992,4661,5736,11632,18577
22380,1992,2024,2726,2962,4756
22420,1992,6455,5502,17100,18761
22500,1992,3366,2943,5563,8744
22520,1992,2549,1897,5419,7442
22540,1992,1823,1165,2917,3004
22660,1992,4471,4208,7193,9434
22900,1992,4298,4570,10792,10053
23060,1992,7196,7928,17399,21842
23420,1992,11714,20500,19788,34447
23460,1992,1643,1856,2934,5249
23540,1992,3860,4420,5981,9082
23580,1992,2097,1859,3787,4694
24020,1992,2426,1824,3173,5628
24140,1992,1731,890,2566,3583
24220,1992,2082,2103,2679,4623
24300,1992,2179,2371,3084,4592
24340,1992,12186,12980,26508,37306
24500,1992,1927,1690,2901,3141
24540,1992,2421,2393,3438,4324
24580,1992,5058,3795,10568,11989
24660,1992,12052,15937,27710,41573
24780,1992,2184,3032,4052,5058
24860,1992,9307,10244,20843,32273
25060,1992,3521,4100,5919,11112
25180,1992,3474,3043,5760,7732
25260,1992,1204,1174,2476,2595
25420,1992,8732,9184,18272,27965
25500,1992,1920,2866,3184,3776
25540,1992,22400,23465,43616,87666
25620,1992,2019,2356,2868,5334
25860,1992,5648,5097,12502,14970
25980,1992,493,510,1523,1036
26100,1992,3716,3244,7893,8241
26180,1992,15621,16545,34362,49951
26300,1992,1843,1690,4447,3655
26380,1992,3167,2765,5638,10157
26420,1992,66129,131528,191918,298041
26580,1992,4761,3162,7667,11081
26620,1992,5414,9100,13056,18233
26820,1992,1912,1738,4061,3961
26900,1992,25132,43683,56932,93928
26980,1992,2304,2151,4830,4812
27060,1992,1758,1473,2306,3001
27100,1992,2528,2343,3933,5787
27140,1992,8189,9119,21890,26977
27180,1992,2099,3095,5279,4841
27260,1992,17779,29747,38358,63385
27340,1992,1731,1735,2666,3216
27500,1992,2471,2669,7517,6300
27620,1992,2485,1888,4009,5116
27740,1992,2730,3930,5349,6734
27780,1992,2776,2081,4328,5673
27860,1992,1930,1437,3576,4283
27900,1992,3027,3179,6849,8722
28020,1992,5333,7570,12163,15770
28100,1992,1737,1444,7446,3906
28140,1992,31457,43589,73701,115343
28420,1992,2841,2560,5383,5610
28660,1992,3243,2922,7670,8935
28700,1992,4549,3490,9608,10947
28740,1992,3314,3247,3852,6438
28940,1992,10936,13420,23591,30911
29020,1992,1763,6258,2437,3074
29100,1992,2508,2310,4225,6664
29140,1992,2746,2559,5061,7001
29180,1992,4900,6181,12591,14720
29340,1992,3132,2622,10375,9058
29420,1992,2242,2614,3265,6176
29460,1992,6941,10694,13068,19736
29540,1992,8135,7345,15429,21591
29620,1992,7276,6485,13517,19599
29700,1992,2634,3864,4061,7202
29740,1992,2153,2771,3736,5543
29820,1992,13031,27208,34573,60103
29940,1992,1694,1116,2613,4037
30020,1992,1696,1513,2675,3602
30140,1992,2024,1489,3116,4307
30300,1992,1231,1010,1952,2033
30340,1992,2076,2000,2504,5556
30460,1992,7620,7930,16843,23610
30620,1992,2205,1865,3666,5310
30700,1992,4989,5215,9129,13061
30780,1992,10882,14342,25095,35101
30860,1992,1280,3480,2205,2652
30980,1992,3922,3112,6062,8822
31020,1992,1757,1424,3082,3909
31100,1992,208167,387921,498730,1058553
31140,1992,19325,21948,41306,59221
31180,1992,4884,6196,8936,13782
31340,1992,3971,6215,6756,8626
31420,1992,3863,5089,7191,15622
31460,1992,1441,1727,1862,3911
31540,1992,9303,9122,18250,22993
31700,1992,7391,7943,14095,23948
31740,1992,1848,2096,3055,2993
31860,1992,1766,2016,3031,3807
31900,1992,2359,1981,3646,6080
32580,1992,5089,7215,9436,14439
32780,1992,3479,3343,5161,7885
32820,1992,17379,25371,54702,70515
32900,1992,2308,1622,2692,6522
33100,1992,54120,82888,90665,166802
33140,1992,1992,1595,3258,4810
33260,1992,3063,2833,4289,7659
33340,1992,27970,28623,58556,87681
33460,1992,48618,68602,132851,177606
33540,1992,2355,2048,4348,3997
33660,1992,6767,7201,14758,20037
33700,1992,6179,5622,10451,18297
33740,1992,3258,2721,6772,7055
33780,1992,1814,1264,2869,3367
33860,1992,5548,6893,12818,15724
34060,1992,1888,1848,3024,5241
34100,1992,1688,2445,3777,4379
34580,1992,2217,2922,3202,4889
34620,1992,2100,2000,6174,6766
34740,1992,2668,1907,3801,6527
34820,1992,4122,4448,6357,8871
34900,1992,2773,2391,3784,6227
34940,1992,4954,6931,6195,12481
34980,1992,20985,30758,50688,71002
35300,1992,16441,15482,28186,50665
35380,1992,21389,31547,51360,79135
35620,1992,354964,393392,745614,1153388
35660,1992,3027,2494,6216,9113
35840,1992,11101,13508,20323,30843
35980,1992,4532,4028,6985,12108
36100,1992,3715,5505,5662,8426
36140,1992,2298,1072,3142,4048
36220,1992,2532,4024,4576,6578
36260,1992,4691,8158,10036,12908
36420,1992,19181,22883,38243,56429
36500,1992,3393,2753,6350,6434
36540,1992,13479,16058,28204,40690
36740,1992,25804,47738,58995,98121
36780,1992,2923,2485,6745,7041
36980,1992,2078,3458,2963,4905
37100,1992,12111,11857,20458,35989
37340,1992,7622,8365,12599,24965
37380,1992,478,613,461,1048
37460,1992,2967,2917,5399,6889
37620,1992,3101,2854,4953,5959
37700,1992,1813,1461,5830,3769
37860,1992,6009,7316,12823,16302
37900,1992,6392,6867,10917,17242
37980,1992,97074,120470,202080,376369
38060,1992,40147,69655,101772,156836
38220,1992,1617,1100,2851,3770
38300,1992,43548,45903,92205,132695
38340,1992,3104,1968,4997,8044
38540,1992,1474,1668,2196,3581
38860,1992,9951,9317,15179,30141
38900,1992,33670,39230,67901,109526
38940,1992,5464,5904,6231,15735
39100,1992,10518,9227,15696,28391
39140,1992,2756,3259,3556,4685
39300,1992,29242,28913,49808,88083
39340,1992,3707,6485,10090,14292
39380,1992,2239,1723,4253,4642
39460,1992,2103,3123,2481,5323
39540,1992,3453,2433,9654,9862
39580,1992,12576,19984,23825,37647
39660,1992,2547,2485,3918,4998
39740,1992,6204,6562,11278,17800
39820,1992,3726,2903,4596,8315
39900,1992,6939,7345,12340,20665
40060,1992,18451,22565,37539,60820
40140,1992,36067,52764,72220,135613
40220,1992,5657,6111,10112,16099
40340,1992,2583,2480,6203,5957
40380,1992,16354,20520,35842,54956
40420,1992,5740,5093,12300,16593
40580,1992,2438,2932,4316,6540
40660,1992,1511,2592,4027,3817
40900,1992,27935,31930,54181,87252
40980,1992,3812,2745,6600,8535
41060,1992,3212,2366,7899,7696
41100,1992,1109,1661,1917,2359
41140,1992,2231,1655,3751,5250
41180,1992,47350,53484,105320,159310
41420,1992,5629,7070,8789,14455
41500,1992,6505,7593,9702,17308
41540,1992,2125,1874,3148,6657
41620,1992,15289,20978,45212,58561
41660,1992,2029,2847,3049,5009
41700,1992,22211,38620,53155,72757
41740,1992,44250,57624,90693,170410
41780,1992,1664,1540,2566,4357
41860,1992,82939,95511,177856,314131
41940,1992,30550,50159,78575,151826
42020,1992,4935,4027,7185,11509
42060,1992,8221,6873,13860,24364
42100,1992,5360,4552,8010,12978
42140,1992,3024,2803,4039,6748
42220,1992,9773,8549,13079,22781
42340,1992,5068,7258,11451,14302
42540,1992,10340,11287,19210,31101
42660,1992,56971,73761,152007,198432
42680,1992,2444,1830,2671,5031
43100,1992,1931,1571,3292,4515
43300,1992,1849,1529,2173,4492
43340,1992,6236,7211,15675,18299
43580,1992,2852,3996,5309,8085
43620,1992,4058,3942,8330,9334
43780,1992,5621,6944,11746,15152
43900,1992,4197,5550,9341,13402
44060,1992,7856,7901,15818,19196
44100,1992,4082,4237,7048,11376
44140,1992,11522,10564,18480,32075
44180,1992,6710,7929,12323,14603
44220,1992,2188,1620,3850,6803
44300,1992,2281,2021,3911,5235
44600,1992,2207,1275,3455,5156
44700,1992,7798,6807,12442,22466
44940,1992,1459,2941,2626,3158
45060,1992,11687,12262,26299,38898
45220,1992,5228,5511,9453,13282
45300,1992,39836,60545,90426,151663
45460,1992,2910,2933,4798,7084
45500,1992,2148,1818,3447,5370
45780,1992,11572,11162,24441,36824
45820,1992,4330,3443,6606,9480
45940,1992,6812,5598,20614,24836
46060,1992,11743,13861,22642,35518
46140,1992,15682,17147,30344,47639
46220,1992,2937,2231,4379,7242
46340,1992,3576,3916,5986,7545
46540,1992,5126,3158,8948,12289
46660,1992,1995,1705,2772,4818
46700,1992,4823,5684,9731,15211
47020,1992,2113,1624,2916,3852
47220,1992,2470,2024,4359,8324
47260,1992,21663,30509,50722,76332
47300,1992,4790,4695,11246,12723
47380,1992,3625,4747,6811,9985
47580,1992,1347,1710,2178,2933
47900,1992,75455,133992,184381,311721
47940,1992,3223,2613,4920,7309
48140,1992,2466,1331,4718,5079
48300,1992,2056,1483,2746,3405
48540,1992,2962,2374,4372,6830
48620,1992,9952,11491,20640,33102
48660,1992,2911,4316,3923,6426
48700,1992,2371,1474,4228,5443
48900,1992,4848,5337,8710,10328
49020,1992,1970,1373,3338,3924
49180,1992,6942,7568,19474,22834
49340,1992,12246,13316,22808,42684
49420,1992,3618,2979,7284,8298
49620,1992,6110,4972,11323,18209
49660,1992,10394,8768,19381,26142
49700,1992,2101,2087,2505,4578
49740,1992,1972,2470,5494,25039
10180,1997,3200,3345,5215,8567
10420,1997,13159,15060,25477,43038
10500,1997,2712,2666,6030,6926
10580,1997,14210,15905,30647,45210
10740,1997,13512,19474,29984,46149
10780,1997,2651,3434,4271,8304
