totalfirms,size,job_birth,job_continue,job_destruction,year,lat,long,city,state
19221,0,20070,31290,51402,1997,32401025,-99811409,Abilene, TX
27145,0,26660,60300,69260,1997,31608206,-84165665,Albany, GA
108236,0,155792,239872,369192,1997,35205259,-106712986,Albuquerque, NM
10610,0,13736,17084,33216,1997,31262083,-92476589,Alexandria, LA
5245,0,4042,9502,12668,1997,40479391,-78383313,Altoona, PA
44815,0,46040,76420,135320,1997,35183020,-101860330,Amarillo, TX
26498,0,29364,55204,73392,1997,61191900,-149762097,Anchorage, AK
60016,0,64400,108328,127936,1997,35652020,-82566254,Asheville, NC
16233,0,18202,34466,54184,1997,35296023,-118683344,Bakersfield, CA
6152,0,5102,7822,13874,1997,44833502,-68756626,Bangor, ME
216549,0,305676,530676,703530,1997,30430091,-91051757,Baton Rouge, LA
8243,0,6630,12626,20820,1997,48830987,-122400928,Bellingham, WA
23727,0,21060,33642,49464,1997,45816535,-108460718,Billings, MT
15840,0,16128,27732,47472,1997,42142695,-76018803,Binghamton, NY
18912,0,13504,33768,35648,1997,46850519,-100912175,Bismarck, ND
12284,0,13884,24632,30592,1997,39161997,-86540369,Bloomington, IN
91580,0,125960,199530,271130,1997,43581847,-116438071,Boise City, ID
5172,0,6052,11158,17856,1997,44550169,-73146898,Burlington, NC
4316,0,3588,7514,7490,1997,42918965,-106453302,Casper, WY
29292,0,32586,92202,129972,1997,42029994,-91630559,Cedar Rapids, IA
35667,0,45138,77760,96474,1997,38375285,-81668904,Charleston, WV
46344,0,37608,76824,82032,1997,38024839,-78482829,Charlottesville, VA
103152,0,157116,258180,302292,1997,35015474,-85296429,Chattanooga, TN-GA
3626,0,3858,5596,8534,1997,41196199,-104762083,Cheyenne, WY
39746,0,61452,95108,119520,1997,38865444,-104748828,Colorado Springs, CO
12302,0,10800,26736,29368,1997,38989761,-92313387,Columbia, MO
274236,0,347136,612816,838344,1997,38989761,-92313387,Columbia, SC
22740,0,21020,40920,68520,1997,39974014,-82905954,Columbus, GA-AL
6444,0,7416,11992,15388,1997,39974014,-82905954,Columbus, IN
1063380,0,2482760,3108480,4641480,1997,39974014,-82905954,Columbus, OH
43512,0,79020,90114,134568,1997,27811767,-97464192,Corpus Christi, TX
3320,0,3442,4812,7356,1997,44547364,-123330289,Corvallis, OR
7676,0,5232,11804,10848,1997,39566663,-78839658,Cumberland, MD-WV
3040,0,3308,3900,6818,1997,36754822,-79400549,Danville, IL
8026,0,6680,9180,13132,1997,36754822,-79400549,Danville, VA
20976,0,23608,42368,48720,1997,39853136,-88953227,Decatur, AL
9006,0,9428,18264,24216,1997,39853136,-88953227,Decatur, IL
17100,0,23538,30306,53406,1997,31259924,-85440832,Dothan, AL
4521,0,7826,9514,11754,1997,39092714,-75560273,Dover, DE
4143,0,6138,7502,10948,1997,42476090,-90822022,Dubuque, IA
12070,0,12164,22392,32236,1997,44893660,-91368383,Eau Claire, WI
35814,0,54300,97692,134144,1997,31770159,-106351813,El Paso, TX
3073,0,2208,6244,7598,1997,42129017,-76790266,Elmira, NY
10441,0,14520,18614,30268,1997,42052025,-80056979,Erie, PA
17286,0,18748,34432,45104,1997,35056213,-78907247,Fayetteville, NC
5147,0,6582,11390,16662,1997,35919406,-111563871,Flagstaff, AZ
28864,0,30128,60304,76464,1997,34809570,-87661757,Florence, SC
37820,0,65352,78552,108080,1997,35404373,-94442208,Fort Smith, AR-OK
46458,0,49038,118638,146094,1997,41028663,-85157958,Fort Wayne, IN
23340,0,26136,45690,63904,1997,36713694,-119925531,Fresno, CA
3601,0,2756,5378,8592,1997,34018597,-86032125,Gadsden, AL
16508,0,18688,29704,70016,1997,29676436,-82379953,Gainesville, FL
4941,0,7220,9590,12542,1997,29676436,-82379953,Gainesville, GA
9474,0,7488,13384,27276,1997,43368665,-73594302,Glens Falls, NY
3758,0,3724,6686,8718,1997,35364712,-77995343,Goldsboro, NC
8454,0,4552,17456,17856,1997,47834558,-96841690,Grand Forks, ND-MN
5501,0,4264,8330,12238,1997,39095228,-108509096,Grand Junction, CO
4123,0,2756,6334,9704,1997,47433941,-111324241,Great Falls, MT
34410,0,73758,69810,94398,1997,44493492,-88032769,Green Bay, WI
5034,0,7026,9888,12802,1997,35589908,-77391082,Greenville, NC
13971,0,24144,30432,31674,1997,31239888,-89356078,Hattiesburg, MS
24570,0,30656,55308,88972,1997,34754424,-86712087,Huntsville, AL
10336,0,8008,16956,21004,1997,41674915,-91568871,Iowa City, IA
16599,0,18192,27540,45024,1997,42237635,-84404455,Jackson, MI
319284,0,423216,957492,1176840,1997,42237635,-84404455,Jackson, MS
41913,0,61920,118638,120600,1997,42237635,-84404455,Jackson, TN
391460,0,712940,932900,1506480,1997,34709586,-77373135,Jacksonville, FL
7892,0,10244,9948,15876,1997,34709586,-77373135,Jacksonville, NC
5625,0,4856,12090,17880,1997,40260625,-78884658,Johnstown, PA
8656,0,11824,13012,17932,1997,35828198,-90631993,Jonesboro, AR
12908,0,13444,36380,49860,1997,37061268,-94396202,Joplin, MO
979622,0,1472016,2459072,3271996,1997,39053555,-94522177,Kansas City, MO-KS
216360,0,302310,454194,820188,1997,35917137,-83940698,Knoxville, TN
3829,0,3008,6144,10094,1997,40423928,-86101490,Kokomo, IN
112230,0,140860,256720,301420,1997,40372461,-86745453,Lafayette, LA
13912,0,17092,38296,44884,1997,30237442,-93291757,Lake Charles, LA
17283,0,15474,35988,41892,1997,40067670,-76281219,Lancaster, PA
6047,0,8718,10498,12872,1997,27591807,-99389849,Laredo, TX
4962,0,5086,7138,11780,1997,32274123,-106781670,Las Cruces, NM
4096,0,6280,6082,8514,1997,38927006,-95256048,Lawrence, KS
7118,0,10472,9412,17284,1997,34633961,-98423460,Lawton, OK
4673,0,4266,9678,15528,1997,40674882,-84176901,Lima, OH
21880,0,26896,44268,56752,1997,40796701,-96681392,Lincoln, NE
31104,0,35724,56328,82926,1997,33570085,-101852068,Lubbock, TX
52320,0,42804,91260,135468,1997,37345470,-79294102,Lynchburg, VA
42045,0,62620,88150,130350,1997,32720028,-83652271,Macon, GA
84236,0,110600,187408,220656,1997,43071496,-89393668,Madison, WI
5022,0,4554,8596,13296,1997,40791142,-82670894,Mansfield, OH
333513,0,602856,1149120,1344510,1997,35141483,-89926108,Memphis, TN-MS-AR
4578,0,3842,7068,9248,1997,37245783,-120674118,Merced, CA
5506,0,5196,8594,10368,1997,46939971,-113968607,Missoula, MT
14350,0,17888,38146,48306,1997,30686169,-87993348,Mobile, AL
12381,0,12838,26090,27956,1997,37613805,-120958800,Modesto, CA
14350,0,16116,23744,35772,1997,32509377,-92115857,Monroe, LA
3891,0,2826,8332,8042,1997,32509377,-92115857,Monroe, MI
49816,0,65160,102536,151992,1997,32459969,-86277996,Montgomery, AL
4328,0,6756,10168,18782,1997,40211893,-85396077,Muncie, IN
8297,0,11602,14604,18462,1997,29142855,-82114602,Ocala, FL
302253,0,436870,620914,908600,1997,35457111,-97462021,Oklahoma City, OK
13008,0,15336,25404,33666,1997,37750648,-87105097,Owensboro, KY
12938,0,12712,23280,32336,1997,30219170,-85638788,Panama City, FL
9612,0,6996,16260,21762,1997,34243795,-91987152,Pine Bluff, AR
625205,0,823648,1466332,1978732,1997,40412241,-79921188,Pittsburgh, PA
6335,0,7024,9638,12282,1997,42443864,-73229348,Pittsfield, MA
3219,0,3254,4346,6872,1997,42777785,-112346267,Pocatello, ID
4989,0,5484,9448,10178,1997,38235853,-104623605,Pueblo, CO
4486,0,4762,6744,8318,1997,26952873,-82131242,Punta Gorda, FL
17250,0,17754,26082,38904,1997,44045194,-103105497,Rapid City, SD
12791,0,13508,29378,33232,1997,40377743,-75914242,Reading, PA
7071,0,6418,10156,13884,1997,40688705,-122121202,Redding, CA
32138,0,55084,73856,101804,1997,39704166,-119763634,Reno, NV
73770,0,122412,151728,262572,1997,37331785,-79944785,Roanoke, VA
47440,0,53728,102816,106016,1997,44007477,-92442548,Rochester, MN
397944,0,451512,1112640,1551264,1997,44007477,-92442548,Rochester, NY
24398,0,29984,44184,71560,1997,42237787,-89107306,Rockford, IL
10130,0,12456,21528,32540,1997,35935344,-77803274,Rocky Mount, NC
13101,0,13274,21866,34738,1997,36450732,-121528953,Salinas, CA
8400,0,7220,16932,18400,1997,31440631,-100474921,San Angelo, TX
7010,0,6184,9594,15338,1997,35602793,-106030846,Santa Fe, NM
33369,0,39144,70542,96162,1997,32088005,-81176296,Savannah, GA
62466,0,77226,131562,167826,1997,41269531,-75905491,Scranton--Wilkes-Barre--Hazleton, PA
4219,0,3424,7064,9012,1997,43729885,-87854504,Sheboygan, WI
30390,0,34420,68850,109310,1997,42438400,-96281584,Sioux City, IA-NE-SD
36632,0,50264,76432,102872,1997,43532728,-96735522,Sioux Falls, SD
53106,0,55356,75768,127236,1997,42175992,-72572655,Springfield, IL
139830,0,162456,252708,340224,1997,42175992,-72572655,Springfield, MA
232140,0,315000,491850,708540,1997,42175992,-72572655,Springfield, MO
13452,0,13182,25482,52248,1997,42175992,-72572655,Springfield, OH
14346,0,14708,24380,43192,1997,45565698,-94411580,St. Cloud, MN
19020,0,21384,30152,42112,1997,39792944,-94827349,St. Joseph, MO-KS
1501755,0,1965990,3995640,4710510,1997,38637701,-90321618,St. Louis, MO-IL
4842,0,3868,6754,13234,1997,40887275,-77834459,State College, PA
3124,0,2692,10954,6072,1997,33931693,-80385516,Sumter, SC
68499,0,68748,134880,188436,1997,43103012,-76190107,Syracuse, NY
45496,0,54256,80168,129896,1997,30490830,-84334863,Tallahassee, FL
24860,0,21608,38632,76536,1997,39527037,-87346003,Terre Haute, IN
13707,0,17748,21600,31224,1997,33421007,-94143681,Texarkana, TX-AR
71835,0,92850,167298,231624,1997,41567251,-83667019,Toledo, OH
44750,0,51680,82870,107910,1997,39039150,-95710259,Topeka, KS
26667,0,41922,56940,80228,1997,32178410,-111088624,Tucson, AZ
239407,0,309036,596736,725536,1997,36195342,-95991924,Tulsa, OK
20319,0,24426,40320,56592,1997,33235600,-87511691,Tuscaloosa, AL
7798,0,10458,13464,20110,1997,32334795,-95297019,Tyler, TX
8940,0,10112,10916,19864,1997,28793417,-96977127,Victoria, TX
15418,0,17752,29928,49940,1997,31542166,-97166412,Waco, TX
5339,0,4608,10516,11648,1997,44900795,-89738490,Wausau, WI
18375,0,21156,30870,39114,1997,40018728,-80818914,Wheeling, WV-OH
106820,0,159760,289490,317460,1997,37744362,-97270844,Wichita, KS
18351,0,16812,27270,44118,1997,33866809,-98630821,Wichita Falls, TX
4800,0,2636,7832,10542,1997,41269479,-76995599,Williamsport, PA
25010,0,34228,41548,57348,1997,34094120,-78088963,Wilmington, NC
7636,0,8216,13998,16908,1997,46482454,-120512943,Yakima, WA
7992,0,5516,21948,18924,1997,39136954,-121541601,Yuba City, CA
4360,0,6304,6320,11102,1997,32684752,-114388951,Yuma, AZ
7018518,0,11561200,15748148,29779979,2002,,,,
18819,0,16896,40704,52950,2002,32401025,-99811409,Abilene, TX
26650,0,35590,44990,73710,2002,31608206,-84165665,Albany, GA
108464,0,185832,232040,429048,2002,35205259,-106712986,Albuquerque, NM
10898,0,12084,17528,30332,2002,31262083,-92476589,Alexandria, LA
5301,0,5256,8888,15406,2002,40479391,-78383313,Altoona, PA
45600,0,58240,83110,178630,2002,35183020,-101860330,Amarillo, TX
28096,0,40628,58692,87536,2002,61191900,-149762097,Anchorage, AK
65808,0,70216,102304,172376,2002,35652020,-82566254,Asheville, NC
17362,0,34744,39308,72122,2002,35296023,-118683344,Bakersfield, CA
6589,0,6384,9030,17453,2002,44833502,-68756626,Bangor, ME
225297,0,426654,543906,1042308,2002,30430091,-91051757,Baton Rouge, LA
8992,0,8614,13534,21696,2002,48830987,-122400928,Bellingham, WA
25323,0,23370,39264,62262,2002,45816535,-108460718,Billings, MT
15786,0,26876,27180,61740,2002,42142695,-76018803,Binghamton, NY
20204,0,17568,28544,46888,2002,46850519,-100912175,Bismarck, ND
12408,0,17164,18912,38156,2002,39161997,-86540369,Bloomington, IN
106780,0,187810,219290,636220,2002,43581847,-116438071,Boise City, ID
5346,0,7064,8026,21610,2002,44550169,-73146898,Burlington, NC
4474,0,3504,6822,9134,2002,42918965,-106453302,Casper, WY
30579,0,45198,59352,117642,2002,42029994,-91630559,Cedar Rapids, IA
34917,0,47514,99624,116604,2002,38375285,-81668904,Charleston, WV
51516,0,51456,76860,119004,2002,38024839,-78482829,Charlottesville, VA
101886,0,156852,211728,369336,2002,35015474,-85296429,Chattanooga, TN-GA
3977,0,5122,4658,8878,2002,41196199,-104762083,Cheyenne, WY
44036,0,68884,75256,186464,2002,38865444,-104748828,Colorado Springs, CO
13000,0,16188,24688,44120,2002,38989761,-92313387,Columbia, MO
288108,0,427776,736512,1246776,2002,38989761,-92313387,Columbia, SC
22950,0,18580,24780,60000,2002,39974014,-82905954,Columbus, GA-AL
6122,0,10312,10864,24216,2002,39974014,-82905954,Columbus, IN
1103560,0,2213920,3380920,6017640,2002,39974014,-82905954,Columbus, OH
43491,0,55266,77868,143076,2002,27811767,-97464192,Corpus Christi, TX
3322,0,2958,4758,7824,2002,44547364,-123330289,Corvallis, OR
7516,0,7744,9464,18352,2002,39566663,-78839658,Cumberland, MD-WV
2946,0,2972,4264,9316,2002,36754822,-79400549,Danville, IL
7962,0,7044,10096,19728,2002,36754822,-79400549,Danville, VA
20876,0,24152,29464,62320,2002,39853136,-88953227,Decatur, AL
8588,0,7712,14644,26992,2002,39853136,-88953227,Decatur, IL
17667,0,20694,71868,50274,2002,31259924,-85440832,Dothan, AL
4775,0,8654,8776,13200,2002,39092714,-75560273,Dover, DE
4422,0,11610,6268,15224,2002,42476090,-90822022,Dubuque, IA
12996,0,18236,22264,41500,2002,44893660,-91368383,Eau Claire, WI
36628,0,64004,88404,160512,2002,31770159,-106351813,El Paso, TX
3023,0,2948,5514,10608,2002,42129017,-76790266,Elmira, NY
10405,0,13246,18096,39312,2002,42052025,-80056979,Erie, PA
17036,0,23716,28044,59244,2002,35056213,-78907247,Fayetteville, NC
5579,0,5630,10242,16526,2002,35919406,-111563871,Flagstaff, AZ
28952,0,25792,49880,100256,2002,34809570,-87661757,Florence, SC
37036,0,54288,63080,134976,2002,35404373,-94442208,Fort Smith, AR-OK
47532,0,85146,90660,210990,2002,41028663,-85157958,Fort Wayne, IN
24627,0,49874,56540,86502,2002,36713694,-119925531,Fresno, CA
3541,0,2868,6616,9480,2002,34018597,-86032125,Gadsden, AL
16986,0,23240,29248,58524,2002,29676436,-82379953,Gainesville, FL
5664,0,6044,10292,19136,2002,29676436,-82379953,Gainesville, GA
10056,0,14136,15288,26084,2002,43368665,-73594302,Glens Falls, NY
3842,0,4134,5542,11736,2002,35364712,-77995343,Goldsboro, NC
8528,0,8676,11644,26440,2002,47834558,-96841690,Grand Forks, ND-MN
6324,0,7242,8280,13872,2002,39095228,-108509096,Grand Junction, CO
4017,0,3858,4690,8488,2002,47433941,-111324241,Great Falls, MT
37380,0,64956,66342,152844,2002,44493492,-88032769,Green Bay, WI
5613,0,6104,8134,21654,2002,35589908,-77391082,Greenville, NC
14292,0,22080,26106,40062,2002,31239888,-89356078,Hattiesburg, MS
25862,0,35708,57224,99260,2002,34754424,-86712087,Huntsville, AL
11002,0,18580,20376,39132,2002,41674915,-91568871,Iowa City, IA
16527,0,20052,24618,58242,2002,42237635,-84404455,Jackson, MI
332280,0,546480,738684,1330092,2002,42237635,-84404455,Jackson, MS
41328,0,54972,82008,188388,2002,42237635,-84404455,Jackson, TN
416300,0,758620,1331140,1938540,2002,34709586,-77373135,Jacksonville, FL
8006,0,8832,10468,21420,2002,34709586,-77373135,Jacksonville, NC
5564,0,7058,8964,15868,2002,40260625,-78884658,Johnstown, PA
8952,0,11480,14512,27328,2002,35828198,-90631993,Jonesboro, AR
13406,0,18384,16940,59352,2002,37061268,-94396202,Joplin, MO
1007370,0,1712956,2344160,4416636,2002,39053555,-94522177,Kansas City, MO-KS
211293,0,346662,507870,819774,2002,35917137,-83940698,Knoxville, TN
3800,0,3328,6074,15856,2002,40423928,-86101490,Kokomo, IN
120260,0,164600,217940,413880,2002,40372461,-86745453,Lafayette, LA
13702,0,21424,32000,45556,2002,30237442,-93291757,Lake Charles, LA
18514,0,21026,34548,54406,2002,40067670,-76281219,Lancaster, PA
6832,0,11316,12374,17038,2002,27591807,-99389849,Laredo, TX
5281,0,8810,9960,14614,2002,32274123,-106781670,Las Cruces, NM
4508,0,6100,8306,10972,2002,38927006,-95256048,Lawrence, KS
7090,0,8748,11960,16332,2002,34633961,-98423460,Lawton, OK
4700,0,5048,7420,16522,2002,40674882,-84176901,Lima, OH
24020,0,28400,50392,84208,2002,40796701,-96681392,Lincoln, NE
32031,0,40950,57828,108210,2002,33570085,-101852068,Lubbock, TX
54900,0,55872,90180,182232,2002,37345470,-79294102,Lynchburg, VA
42190,0,44130,66650,131850,2002,32720028,-83652271,Macon, GA
90120,0,139072,174240,304008,2002,43071496,-89393668,Madison, WI
4885,0,6276,7526,17132,2002,40791142,-82670894,Mansfield, OH
327690,0,685764,863604,2068308,2002,35141483,-89926108,Memphis, TN-MS-AR
4954,0,8786,8150,13950,2002,37245783,-120674118,Merced, CA
6077,0,5282,8276,13238,2002,46939971,-113968607,Missoula, MT
13958,0,21398,36588,64614,2002,30686169,-87993348,Mobile, AL
13624,0,22768,31126,39712,2002,37613805,-120958800,Modesto, CA
14324,0,18432,22244,44432,2002,32509377,-92115857,Monroe, LA
4135,0,4226,5986,13512,2002,32509377,-92115857,Monroe, MI
48224,0,78224,87992,201104,2002,32459969,-86277996,Montgomery, AL
4152,0,5862,7648,21052,2002,40211893,-85396077,Muncie, IN
9176,0,9728,15470,23822,2002,29142855,-82114602,Ocala, FL
314090,0,496692,680666,1181600,2002,35457111,-97462021,Oklahoma City, OK
13299,0,10908,25536,31914,2002,37750648,-87105097,Owensboro, KY
13146,0,14280,28532,40432,2002,30219170,-85638788,Panama City, FL
9366,0,11466,12594,23994,2002,34243795,-91987152,Pine Bluff, AR
615804,0,935060,1456616,2213442,2002,40412241,-79921188,Pittsburgh, PA
6761,0,5154,9190,17512,2002,42443864,-73229348,Pittsfield, MA
3363,0,4086,4546,10186,2002,42777785,-112346267,Pocatello, ID
5197,0,6328,7358,12760,2002,38235853,-104623605,Pueblo, CO
5118,0,5678,8628,14800,2002,26952873,-82131242,Punta Gorda, FL
18609,0,17754,28188,54306,2002,44045194,-103105497,Rapid City, SD
13360,0,14296,21432,46218,2002,40377743,-75914242,Reading, PA
7259,0,7512,11108,15264,2002,40688705,-122121202,Redding, CA
35500,0,54692,71816,124632,2002,39704166,-119763634,Reno, NV
76146,0,91020,134196,292980,2002,37331785,-79944785,Roanoke, VA
53608,0,69728,111680,193584,2002,44007477,-92442548,Rochester, MN
406320,0,579648,886056,1663248,2002,44007477,-92442548,Rochester, NY
24196,0,30872,41044,97772,2002,42237787,-89107306,Rockford, IL
10348,0,17720,19232,37476,2002,35935344,-77803274,Rocky Mount, NC
13993,0,24130,24896,105078,2002,36450732,-121528953,Salinas, CA
8632,0,7452,14608,22900,2002,31440631,-100474921,San Angelo, TX
7739,0,7404,9362,14258,2002,35602793,-106030846,Santa Fe, NM
35109,0,59586,69858,114984,2002,32088005,-81176296,Savannah, GA
61512,0,85992,117042,236142,2002,41269531,-75905491,Scranton--Wilkes-Barre--Hazleton, PA
4493,0,4458,8016,12804,2002,43729885,-87854504,Sheboygan, WI
30975,0,33890,75170,197160,2002,42438400,-96281584,Sioux City, IA-NE-SD
40964,0,52480,85360,139120,2002,43532728,-96735522,Sioux Falls, SD
53412,0,59124,89880,174648,2002,42175992,-72572655,Springfield, IL
143214,0,160908,272304,433032,2002,42175992,-72572655,Springfield, MA
242055,0,333150,431610,759150,2002,42175992,-72572655,Springfield, MO
13155,0,14364,23952,49146,2002,42175992,-72572655,Springfield, OH
16410,0,20272,33896,41836,2002,45565698,-94411580,St. Cloud, MN
19368,0,27128,33976,50664,2002,39792944,-94827349,St. Joseph, MO-KS
1511895,0,2559000,3612060,6610020,2002,38637701,-90321618,St. Louis, MO-IL
5063,0,5896,7158,17236,2002,40887275,-77834459,State College, PA
3202,0,2952,4510,12362,2002,33931693,-80385516,Sumter, SC
68265,0,82938,151260,238512,2002,43103012,-76190107,Syracuse, NY
47960,0,72488,123976,149568,2002,30490830,-84334863,Tallahassee, FL
24292,0,24432,32504,83456,2002,39527037,-87346003,Terre Haute, IN
13806,0,20448,22620,41388,2002,33421007,-94143681,Texarkana, TX-AR
71394,0,103428,148098,278526,2002,41567251,-83667019,Toledo, OH
46010,0,54170,83010,148240,2002,39039150,-95710259,Topeka, KS
27686,0,46546,56668,109730,2002,32178410,-111088624,Tucson, AZ
246435,0,377566,548212,988736,2002,36195342,-95991924,Tulsa, OK
20736,0,23856,34944,67380,2002,33235600,-87511691,Tuscaloosa, AL
8198,0,10282,15966,22664,2002,32334795,-95297019,Tyler, TX
9126,0,10324,12004,28236,2002,28793417,-96977127,Victoria, TX
15702,0,40032,37472,66500,2002,31542166,-97166412,Waco, TX
5604,0,6806,12546,17168,2002,44900795,-89738490,Wausau, WI
17991,0,15492,29310,43896,2002,40018728,-80818914,Wheeling, WV-OH
108530,0,168950,238320,426830,2002,37744362,-97270844,Wichita, KS
17769,0,21234,25824,45648,2002,33866809,-98630821,Wichita Falls, TX
4657,0,5536,10380,13108,2002,41269479,-76995599,Williamsport, PA
27108,0,32404,36220,80452,2002,34094120,-78088963,Wilmington, NC
7726,0,8234,11124,21404,2002,46482454,-120512943,Yakima, WA
8522,0,11172,12404,17472,2002,39136954,-121541601,Yuba City, CA
4735,0,6674,13224,13082,2002,32684752,-114388951,Yuma, AZ
