totalfirms,size,job_birth,job_continue,job_destruction,year,lat,long,city,state
7596129,0,10126762,17799594,25648916,2007,,,,
18957,0,17958,32448,52506,2007,32401025,-99811409,Abilene, TX
27390,0,24540,41770,75750,2007,31608206,-84165665,Albany, GA
118160,0,149392,274488,397184,2007,35205259,-106712986,Albuquerque, NM
11410,0,11192,21944,26212,2007,31262083,-92476589,Alexandria, LA
5348,0,4780,8332,12494,2007,40479391,-78383313,Altoona, PA
47325,0,49690,87320,149310,2007,35183020,-101860330,Amarillo, TX
30354,0,46128,71648,107600,2007,61191900,-149762097,Anchorage, AK
74688,0,76568,114704,163928,2007,35652020,-82566254,Asheville, NC
19227,0,32366,45410,68910,2007,35296023,-118683344,Bakersfield, CA
6706,0,6698,9260,14820,2007,44833502,-68756626,Bangor, ME
244215,0,304074,587628,807318,2007,30430091,-91051757,Baton Rouge, LA
10653,0,9262,17722,20810,2007,48830987,-122400928,Bellingham, WA
28311,0,20778,62172,50028,2007,45816535,-108460718,Billings, MT
15694,0,17308,29828,44180,2007,42142695,-76018803,Binghamton, NY
22388,0,17624,36096,44576,2007,46850519,-100912175,Bismarck, ND
12944,0,13772,24064,32376,2007,39161997,-86540369,Bloomington, IN
138275,0,178270,303760,499770,2007,43581847,-116438071,Boise City, ID
5419,0,6138,10760,14204,2007,44550169,-73146898,Burlington, NC
5029,0,4972,10904,10056,2007,42918965,-106453302,Casper, WY
31554,0,36294,65676,77562,2007,42029994,-91630559,Cedar Rapids, IA
33843,0,33630,72150,110406,2007,38375285,-81668904,Charleston, WV
57714,0,48924,88716,128796,2007,38024839,-78482829,Charlottesville, VA
105312,0,127944,311640,418152,2007,35015474,-85296429,Chattanooga, TN-GA
4297,0,2574,6504,8306,2007,41196199,-104762083,Cheyenne, WY
49878,0,59736,117308,145636,2007,38865444,-104748828,Colorado Springs, CO
14614,0,16768,36696,36784,2007,38989761,-92313387,Columbia, MO
310728,0,381768,711720,1098288,2007,38989761,-92313387,Columbia, SC
24560,0,20740,37360,45160,2007,39974014,-82905954,Columbus, GA-AL
6398,0,7248,13160,21332,2007,39974014,-82905954,Columbus, IN
1128840,0,2030000,2928960,4444040,2007,39974014,-82905954,Columbus, OH
44745,0,43662,103800,174990,2007,27811767,-97464192,Corpus Christi, TX
3498,0,2328,4410,7534,2007,44547364,-123330289,Corvallis, OR
7420,0,6288,11860,18432,2007,39566663,-78839658,Cumberland, MD-WV
2739,0,1958,3278,7210,2007,36754822,-79400549,Danville, IL
7902,0,5648,12448,19180,2007,36754822,-79400549,Danville, VA
20880,0,15936,38472,48352,2007,39853136,-88953227,Decatur, AL
8480,0,8444,14908,23992,2007,39853136,-88953227,Decatur, IL
18576,0,17034,44460,59202,2007,31259924,-85440832,Dothan, AL
5183,0,4874,8228,15186,2007,39092714,-75560273,Dover, DE
4578,0,3490,7646,12778,2007,42476090,-90822022,Dubuque, IA
13392,0,9024,23560,32936,2007,44893660,-91368383,Eau Claire, WI
38402,0,53768,95184,134232,2007,31770159,-106351813,El Paso, TX
2951,0,3092,5188,6892,2007,42129017,-76790266,Elmira, NY
10048,0,10732,18794,27922,2007,42052025,-80056979,Erie, PA
18668,0,26920,58208,57752,2007,35056213,-78907247,Fayetteville, NC
6103,0,5832,11588,14488,2007,35919406,-111563871,Flagstaff, AZ
28888,0,39304,56272,80056,2007,34809570,-87661757,Florence, SC
38584,0,39176,86736,118912,2007,35404373,-94442208,Fort Smith, AR-OK
49695,0,62094,133200,167664,2007,41028663,-85157958,Fort Wayne, IN
25845,0,35340,57960,102704,2007,36713694,-119925531,Fresno, CA
3583,0,6314,6634,9052,2007,34018597,-86032125,Gadsden, AL
19326,0,24744,32376,49048,2007,29676436,-82379953,Gainesville, FL
6815,0,5880,11818,15148,2007,29676436,-82379953,Gainesville, GA
10258,0,5940,15728,19808,2007,43368665,-73594302,Glens Falls, NY
3943,0,3688,7102,10672,2007,35364712,-77995343,Goldsboro, NC
8670,0,10448,17792,19460,2007,47834558,-96841690,Grand Forks, ND-MN
7981,0,8956,14828,14636,2007,39095228,-108509096,Grand Junction, CO
4280,0,2914,6122,7704,2007,47433941,-111324241,Great Falls, MT
38949,0,36618,79998,107640,2007,44493492,-88032769,Green Bay, WI
6160,0,7208,12884,16498,2007,35589908,-77391082,Greenville, NC
15987,0,18672,38310,40932,2007,31239888,-89356078,Hattiesburg, MS
28676,0,40516,78276,101040,2007,34754424,-86712087,Huntsville, AL
12088,0,8304,38196,30144,2007,41674915,-91568871,Iowa City, IA
15966,0,11520,21564,54912,2007,42237635,-84404455,Jackson, MI
355266,0,436824,651780,1245204,2007,42237635,-84404455,Jackson, MS
41661,0,50868,84474,118476,2007,42237635,-84404455,Jackson, TN
502950,0,788480,1080980,2012200,2007,34709586,-77373135,Jacksonville, FL
8696,0,8016,15648,19840,2007,34709586,-77373135,Jacksonville, NC
5444,0,3554,12412,19674,2007,40260625,-78884658,Johnstown, PA
9324,0,11660,14072,26680,2007,35828198,-90631993,Jonesboro, AR
13916,0,15964,23724,33252,2007,37061268,-94396202,Joplin, MO
1057826,0,1439564,2426228,3600128,2007,39053555,-94522177,Kansas City, MO-KS
223092,0,270468,600516,868950,2007,35917137,-83940698,Knoxville, TN
3698,0,2906,6582,10456,2007,40423928,-86101490,Kokomo, IN
135320,0,152140,355800,376140,2007,40372461,-86745453,Lafayette, LA
14068,0,10540,28012,39720,2007,30237442,-93291757,Lake Charles, LA
19388,0,17528,40750,53026,2007,40067670,-76281219,Lancaster, PA
7762,0,9970,14682,19508,2007,27591807,-99389849,Laredo, TX
6078,0,8510,9660,16740,2007,32274123,-106781670,Las Cruces, NM
4726,0,3420,6428,10156,2007,38927006,-95256048,Lawrence, KS
7354,0,7452,13260,17444,2007,34633961,-98423460,Lawton, OK
4460,0,4346,7202,13730,2007,40674882,-84176901,Lima, OH
25816,0,23052,62148,72716,2007,40796701,-96681392,Lincoln, NE
32958,0,39642,62280,95844,2007,33570085,-101852068,Lubbock, TX
60540,0,58236,104604,154872,2007,37345470,-79294102,Lynchburg, VA
43670,0,41730,68090,120840,2007,32720028,-83652271,Macon, GA
95612,0,110576,240208,268600,2007,43071496,-89393668,Madison, WI
4791,0,4204,10280,14816,2007,40791142,-82670894,Mansfield, OH
338877,0,591066,1321056,1675512,2007,35141483,-89926108,Memphis, TN-MS-AR
5216,0,5888,12150,15784,2007,37245783,-120674118,Merced, CA
7073,0,8164,9012,16738,2007,46939971,-113968607,Missoula, MT
14310,0,20104,36650,46504,2007,30686169,-87993348,Mobile, AL
14611,0,16156,28324,46448,2007,37613805,-120958800,Modesto, CA
14966,0,20808,25352,45368,2007,32509377,-92115857,Monroe, LA
4191,0,2988,6902,11014,2007,32509377,-92115857,Monroe, MI
50076,0,56472,127872,164664,2007,32459969,-86277996,Montgomery, AL
4105,0,5216,7080,16934,2007,40211893,-85396077,Muncie, IN
11630,0,17288,15612,29964,2007,29142855,-82114602,Ocala, FL
340788,0,427588,734118,1025948,2007,35457111,-97462021,Oklahoma City, OK
12996,0,9474,26598,37212,2007,37750648,-87105097,Owensboro, KY
14590,0,14224,33232,38932,2007,30219170,-85638788,Panama City, FL
8985,0,6042,9882,28230,2007,34243795,-91987152,Pine Bluff, AR
610435,0,712628,1394820,1927590,2007,40412241,-79921188,Pittsburgh, PA
6728,0,4044,7620,14898,2007,42443864,-73229348,Pittsfield, MA
3693,0,4876,6440,9018,2007,42777785,-112346267,Pocatello, ID
5332,0,6738,8330,12066,2007,38235853,-104623605,Pueblo, CO
5996,0,9936,6168,13140,2007,26952873,-82131242,Punta Gorda, FL
20337,0,14760,24396,44532,2007,44045194,-103105497,Rapid City, SD
13650,0,11652,24978,33060,2007,40377743,-75914242,Reading, PA
7754,0,7102,11094,17978,2007,40688705,-122121202,Redding, CA
39230,0,55188,90544,133192,2007,39704166,-119763634,Reno, NV
79542,0,89496,195384,279936,2007,37331785,-79944785,Roanoke, VA
56880,0,91552,271776,131632,2007,44007477,-92442548,Rochester, MN
417144,0,481536,875880,1368768,2007,44007477,-92442548,Rochester, NY
24734,0,27472,53952,69500,2007,42237787,-89107306,Rockford, IL
10186,0,10324,23840,44592,2007,35935344,-77803274,Rocky Mount, NC
14153,0,16570,26446,37534,2007,36450732,-121528953,Salinas, CA
8828,0,8304,13080,19580,2007,31440631,-100474921,San Angelo, TX
8336,0,6286,9670,14538,2007,35602793,-106030846,Santa Fe, NM
39999,0,62400,87372,127608,2007,32088005,-81176296,Savannah, GA
61959,0,58938,123582,184950,2007,41269531,-75905491,Scranton--Wilkes-Barre--Hazleton, PA
4592,0,4130,8678,12980,2007,43729885,-87854504,Sheboygan, WI
30335,0,47600,56350,113020,2007,42438400,-96281584,Sioux City, IA-NE-SD
44972,0,44256,97128,108896,2007,43532728,-96735522,Sioux Falls, SD
53364,0,50268,83040,122172,2007,42175992,-72572655,Springfield, IL
141360,0,124164,278592,401784,2007,42175992,-72572655,Springfield, MA
265035,0,292470,505860,802500,2007,42175992,-72572655,Springfield, MO
12438,0,11934,29184,44646,2007,42175992,-72572655,Springfield, OH
17902,0,17204,38092,38700,2007,45565698,-94411580,St. Cloud, MN
19968,0,19744,41120,48608,2007,39792944,-94827349,St. Joseph, MO-KS
1564050,0,1968630,3797430,5241150,2007,38637701,-90321618,St. Louis, MO-IL
5295,0,3244,9394,14296,2007,40887275,-77834459,State College, PA
3256,0,5208,4376,8914,2007,33931693,-80385516,Sumter, SC
69513,0,71400,142506,200226,2007,43103012,-76190107,Syracuse, NY
55540,0,58120,85824,146024,2007,30490830,-84334863,Tallahassee, FL
24172,0,23984,43984,72984,2007,39527037,-87346003,Terre Haute, IN
14472,0,14334,22272,35040,2007,33421007,-94143681,Texarkana, TX-AR
69012,0,84846,151848,254268,2007,41567251,-83667019,Toledo, OH
46625,0,51440,64030,140490,2007,39039150,-95710259,Topeka, KS
30980,0,39022,69450,105392,2007,32178410,-111088624,Tucson, AZ
257691,0,294966,648074,813876,2007,36195342,-95991924,Tulsa, OK
21819,0,19614,41202,65694,2007,33235600,-87511691,Tuscaloosa, AL
8773,0,8328,21402,22302,2007,32334795,-95297019,Tyler, TX
9360,0,11688,13908,17220,2007,28793417,-96977127,Victoria, TX
16070,0,26156,34128,49648,2007,31542166,-97166412,Waco, TX
5809,0,7766,14792,20508,2007,44900795,-89738490,Wausau, WI
16992,0,16974,23334,40608,2007,40018728,-80818914,Wheeling, WV-OH
112170,0,150260,233730,317300,2007,37744362,-97270844,Wichita, KS
17832,0,23436,34218,54492,2007,33866809,-98630821,Wichita Falls, TX
4633,0,3658,7382,10990,2007,41269479,-76995599,Williamsport, PA
32484,0,45800,55180,82528,2007,34094120,-78088963,Wilmington, NC
8142,0,7416,13202,20218,2007,46482454,-120512943,Yakima, WA
9028,0,10068,13536,20960,2007,39136954,-121541601,Yuba City, CA
5484,0,6964,11050,17146,2007,32684752,-114388951,Yuma, AZ
7332654,0,7985160,16370112,19559174,2012,,,,
18753,0,15102,33630,36600,2012,32401025,-99811409,Abilene, TX
25535,0,29870,44870,52220,2012,31608206,-84165665,Albany, GA
110496,0,121448,217520,340504,2012,35205259,-106712986,Albuquerque, NM
10964,0,6660,17556,23312,2012,31262083,-92476589,Alexandria, LA
5173,0,3116,8554,11014,2012,40479391,-78383313,Altoona, PA
47845,0,42530,78650,94530,2012,35183020,-101860330,Amarillo, TX
30448,0,32460,73076,94552,2012,61191900,-149762097,Anchorage, AK
68984,0,59184,95448,136784,2012,35652020,-82566254,Asheville, NC
18694,0,41212,48288,59544,2012,35296023,-118683344,Bakersfield, CA
6320,0,3668,10774,12268,2012,44833502,-68756626,Bangor, ME
242361,0,252792,610236,675360,2012,30430091,-91051757,Baton Rouge, LA
9932,0,6896,14996,16128,2012,48830987,-122400928,Bellingham, WA
28251,0,20016,41820,47976,2012,45816535,-108460718,Billings, MT
15684,0,8796,32048,29588,2012,42142695,-76018803,Binghamton, NY
24156,0,19448,39920,51152,2012,46850519,-100912175,Bismarck, ND
12092,0,18268,23936,29764,2012,39161997,-86540369,Bloomington, IN
119840,0,120440,227670,254600,2012,43581847,-116438071,Boise City, ID
5056,0,5030,8006,11488,2012,44550169,-73146898,Burlington, NC
5026,0,4246,9880,8956,2012,42918965,-106453302,Casper, WY
30294,0,27678,64464,70026,2012,42029994,-91630559,Cedar Rapids, IA
31722,0,38778,66792,93360,2012,38375285,-81668904,Charleston, WV
54456,0,33600,77520,103380,2012,38024839,-78482829,Charlottesville, VA
98268,0,119064,235140,267744,2012,35015474,-85296429,Chattanooga, TN-GA
4782,0,3482,5702,7528,2012,41196199,-104762083,Cheyenne, WY
47582,0,40412,84476,113436,2012,38865444,-104748828,Colorado Springs, CO
14350,0,10284,26544,21752,2012,38989761,-92313387,Columbia, MO
293760,0,275496,600504,856512,2012,38989761,-92313387,Columbia, SC
22300,0,24920,30180,38740,2012,39974014,-82905954,Columbus, GA-AL
5844,0,10384,25264,13800,2012,39974014,-82905954,Columbus, IN
1075960,0,1520520,4299600,3432720,2012,39974014,-82905954,Columbus, OH
42456,0,46908,104496,109200,2012,27811767,-97464192,Corpus Christi, TX
3464,0,2284,3670,6022,2012,44547364,-123330289,Corvallis, OR
6862,0,3832,11284,13796,2012,39566663,-78839658,Cumberland, MD-WV
2502,0,1376,4858,4422,2012,36754822,-79400549,Danville, IL
7208,0,3684,11472,12140,2012,36754822,-79400549,Danville, VA
19908,0,16160,32448,55784,2012,39853136,-88953227,Decatur, AL
7812,0,6408,16928,19204,2012,39853136,-88953227,Decatur, IL
16911,0,14874,25410,36612,2012,31259924,-85440832,Dothan, AL
4943,0,3730,7182,10568,2012,39092714,-75560273,Dover, DE
4469,0,3800,8918,8584,2012,42476090,-90822022,Dubuque, IA
13420,0,13652,26216,33864,2012,44893660,-91368383,Eau Claire, WI
39668,0,45312,88980,118812,2012,31770159,-106351813,El Paso, TX
2830,0,3310,4284,8230,2012,42129017,-76790266,Elmira, NY
9532,0,7884,18802,25134,2012,42052025,-80056979,Erie, PA
18250,0,21032,35848,50592,2012,35056213,-78907247,Fayetteville, NC
5411,0,3428,7970,11602,2012,35919406,-111563871,Flagstaff, AZ
26424,0,16472,47520,69024,2012,34809570,-87661757,Florence, SC
38208,0,24816,67512,89312,2012,35404373,-94442208,Fort Smith, AR-OK
46401,0,40182,100362,138816,2012,41028663,-85157958,Fort Wayne, IN
24548,0,26708,54208,55772,2012,36713694,-119925531,Fresno, CA
3258,0,3472,4958,5010,2012,34018597,-86032125,Gadsden, AL
18686,0,12732,28748,37168,2012,29676436,-82379953,Gainesville, FL
6129,0,5144,10136,13720,2012,29676436,-82379953,Gainesville, GA
10008,0,7160,12316,18252,2012,43368665,-73594302,Glens Falls, NY
3572,0,2228,5364,8468,2012,35364712,-77995343,Goldsboro, NC
8808,0,8412,14596,15440,2012,47834558,-96841690,Grand Forks, ND-MN
7332,0,5762,14818,14602,2012,39095228,-108509096,Grand Junction, CO
3915,0,2132,5702,7408,2012,47433941,-111324241,Great Falls, MT
35790,0,24066,73218,81558,2012,44493492,-88032769,Green Bay, WI
6023,0,3606,13072,12658,2012,35589908,-77391082,Greenville, NC
15552,0,10854,20982,36198,2012,31239888,-89356078,Hattiesburg, MS
28142,0,32612,65604,83888,2012,34754424,-86712087,Huntsville, AL
12284,0,8948,17956,29936,2012,41674915,-91568871,Iowa City, IA
14088,0,5556,31548,26184,2012,42237635,-84404455,Jackson, MI
341622,0,301140,720684,812448,2012,42237635,-84404455,Jackson, MS
40689,0,56682,79110,113850,2012,42237635,-84404455,Jackson, TN
472720,0,551960,1133280,1404540,2012,34709586,-77373135,Jacksonville, FL
8536,0,7536,17188,16868,2012,34709586,-77373135,Jacksonville, NC
5150,0,3028,6574,11188,2012,40260625,-78884658,Johnstown, PA
8990,0,7816,15452,19016,2012,35828198,-90631993,Jonesboro, AR
12648,0,9812,26776,29508,2012,37061268,-94396202,Joplin, MO
994910,0,1183896,2247224,2781380,2012,39053555,-94522177,Kansas City, MO-KS
206244,0,185922,590346,618102,2012,35917137,-83940698,Knoxville, TN
3395,0,1800,5370,6844,2012,40423928,-86101490,Kokomo, IN
140140,0,144300,302220,361420,2012,40372461,-86745453,Lafayette, LA
13496,0,7844,26200,32224,2012,30237442,-93291757,Lake Charles, LA
19273,0,16290,32864,46792,2012,40067670,-76281219,Lancaster, PA
7959,0,8036,16258,16908,2012,27591807,-99389849,Laredo, TX
5832,0,4832,9966,14930,2012,32274123,-106781670,Las Cruces, NM
4483,0,3580,5434,8156,2012,38927006,-95256048,Lawrence, KS
7140,0,5124,12700,15212,2012,34633961,-98423460,Lawton, OK
4079,0,4168,7304,10346,2012,40674882,-84176901,Lima, OH
25936,0,34660,54968,61940,2012,40796701,-96681392,Lincoln, NE
33288,0,32052,57858,81606,2012,33570085,-101852068,Lubbock, TX
55230,0,38088,94992,122544,2012,37345470,-79294102,Lynchburg, VA
40025,0,25680,67970,92180,2012,32720028,-83652271,Macon, GA
92384,0,70488,209088,228104,2012,43071496,-89393668,Madison, WI
4304,0,3756,6828,8246,2012,40791142,-82670894,Mansfield, OH
314199,0,351018,924408,1035828,2012,35141483,-89926108,Memphis, TN-MS-AR
4734,0,5080,8204,10426,2012,37245783,-120674118,Merced, CA
6721,0,7556,8312,10584,2012,46939971,-113968607,Missoula, MT
12945,0,10628,29408,39214,2012,30686169,-87993348,Mobile, AL
13015,0,9636,26494,29558,2012,37613805,-120958800,Modesto, CA
14708,0,12340,22020,39236,2012,32509377,-92115857,Monroe, LA
3705,0,2372,6250,8600,2012,32509377,-92115857,Monroe, MI
45764,0,35624,82104,117880,2012,32459969,-86277996,Montgomery, AL
3733,0,3056,8684,9624,2012,40211893,-85396077,Muncie, IN
10543,0,8500,10670,16456,2012,29142855,-82114602,Ocala, FL
349440,0,364644,696752,801346,2012,35457111,-97462021,Oklahoma City, OK
12267,0,12072,22218,29586,2012,37750648,-87105097,Owensboro, KY
13434,0,14256,21344,33344,2012,30219170,-85638788,Panama City, FL
8106,0,4062,12174,19146,2012,34243795,-91987152,Pine Bluff, AR
584297,0,626066,1503824,1677172,2012,40412241,-79921188,Pittsburgh, PA
6201,0,3718,8344,12234,2012,42443864,-73229348,Pittsfield, MA
3440,0,6062,4896,9998,2012,42777785,-112346267,Pocatello, ID
4917,0,3764,7164,9838,2012,38235853,-104623605,Pueblo, CO
5658,0,7402,7358,8476,2012,26952873,-82131242,Punta Gorda, FL
20577,0,13974,28068,28020,2012,44045194,-103105497,Rapid City, SD
12900,0,8406,22814,27466,2012,40377743,-75914242,Reading, PA
6715,0,4340,8346,11048,2012,40688705,-122121202,Redding, CA
35802,0,57352,64272,84672,2012,39704166,-119763634,Reno, NV
74712,0,54228,149892,163248,2012,37331785,-79944785,Roanoke, VA
55888,0,37600,103552,96928,2012,44007477,-92442548,Rochester, MN
420168,0,330384,888240,1021584,2012,44007477,-92442548,Rochester, NY
22850,0,23108,49104,62380,2012,42237787,-89107306,Rockford, IL
9030,0,12644,14740,23156,2012,35935344,-77803274,Rocky Mount, NC
13077,0,13240,24884,28738,2012,36450732,-121528953,Salinas, CA
8884,0,6352,14780,17992,2012,31440631,-100474921,San Angelo, TX
7581,0,4822,6474,13854,2012,35602793,-106030846,Santa Fe, NM
37965,0,46272,72360,110220,2012,32088005,-81176296,Savannah, GA
58953,0,60492,129414,145836,2012,41269531,-75905491,Scranton--Wilkes-Barre--Hazleton, PA
4379,0,3480,7746,11280,2012,43729885,-87854504,Sheboygan, WI
29940,0,23230,48200,62120,2012,42438400,-96281584,Sioux City, IA-NE-SD
45068,0,49352,77480,97088,2012,43532728,-96735522,Sioux Falls, SD
50490,0,40620,99264,127248,2012,42175992,-72572655,Springfield, IL
133644,0,73032,227448,277260,2012,42175992,-72572655,Springfield, MA
246585,0,259350,460170,573240,2012,42175992,-72572655,Springfield, MO
11442,0,4524,29082,25152,2012,42175992,-72572655,Springfield, OH
17132,0,12280,34284,37196,2012,45565698,-94411580,St. Cloud, MN
18304,0,15552,33888,43944,2012,39792944,-94827349,St. Joseph, MO-KS
1476630,0,1624290,3233520,4259850,2012,38637701,-90321618,St. Louis, MO-IL
5164,0,3086,11250,12510,2012,40887275,-77834459,State College, PA
2904,0,1400,4752,5454,2012,33931693,-80385516,Sumter, SC
68727,0,50172,148236,157980,2012,43103012,-76190107,Syracuse, NY
52876,0,47632,76896,105432,2012,30490830,-84334863,Tallahassee, FL
23216,0,34648,43272,45792,2012,39527037,-87346003,Terre Haute, IN
13902,0,9900,24474,30048,2012,33421007,-94143681,Texarkana, TX-AR
63432,0,52848,149844,185184,2012,41567251,-83667019,Toledo, OH
42740,0,32720,72070,89570,2012,39039150,-95710259,Topeka, KS
28221,0,28952,58540,73524,2012,32178410,-111088624,Tucson, AZ
250439,0,259098,502838,626780,2012,36195342,-95991924,Tulsa, OK
20787,0,15726,38394,48270,2012,33235600,-87511691,Tuscaloosa, AL
8929,0,6638,14836,22112,2012,32334795,-95297019,Tyler, TX
9280,0,8860,16580,21740,2012,28793417,-96977127,Victoria, TX
15826,0,14204,29812,51464,2012,31542166,-97166412,Waco, TX
5456,0,7654,8852,12096,2012,44900795,-89738490,Wausau, WI
15735,0,8172,36990,30630,2012,40018728,-80818914,Wheeling, WV-OH
106945,0,131760,218080,330750,2012,37744362,-97270844,Wichita, KS
17358,0,11994,25134,31722,2012,33866809,-98630821,Wichita Falls, TX
4678,0,4646,8614,11066,2012,41269479,-76995599,Williamsport, PA
29770,0,22312,38824,65232,2012,34094120,-78088963,Wilmington, NC
7632,0,5372,12656,15400,2012,46482454,-120512943,Yakima, WA
8316,0,7568,11744,18832,2012,39136954,-121541601,Yuba City, CA
5101,0,5402,8750,12382,2012,32684752,-114388951,Yuma, AZ